,home,away,posesión_home,posesión_away,pases_home,pases_away,disparos_home,disparos_away,salvadas_home,salvadas_away
167,Sevilla,Villarreal,72%,28%,632 of 758 — 83%,73% — 215 of 293,5 of 25 — 20%,33% — 3 of 9,1 of 3 — 33%,80% — 4 of 5
168,Valencia,Real Madrid,36%,64%,337 of 423 — 80%,88% — 653 of 741,6 of 9 — 67%,32% — 6 of 19,5 of 6 — 83%,83% — 5 of 6
169,Barcelona,Real Madrid,52%,48%,537 of 618 — 87%,84% — 485 of 579,1 of 9 — 11%,18% — 3 of 17,3 of 3 — 100%,100% — 1 of 1
170,Eibar,Granada,50%,50%,245 of 380 — 64%,58% — 222 of 381,7 of 21 — 33%,8% — 1 of 12,1 of 1 — 100%,57% — 4 of 7
171,Mallorca,Sevilla,40%,60%,257 of 360 — 71%,80% — 434 of 542,1 of 8 — 13%,42% — 5 of 12,4 of 5 — 80%,100% — 1 of 1
172,Barcelona,Alavés,69%,31%,711 of 807 — 88%,76% — 274 of 359,3 of 7 — 43%,60% — 3 of 5,2 of 3 — 66%,0% — 0 of 3
173,Villarreal,Getafe,64%,36%,404 of 529 — 76%,57% — 173 of 304,4 of 11 — 36%,0% — 0 of 7,0 of 0 — %,75% — 3 of 4
174,Valladolid,Valencia,48%,52%,371 of 470 — 79%,81% — 419 of 518,6 of 14 — 43%,40% — 2 of 5,1 of 2 — 50%,83% — 5 of 6
175,Leganés,Espanyol,41%,59%,161 of 305 — 53%,68% — 297 of 438,5 of 11 — 45%,33% — 3 of 9,3 of 3 — 100%,60% — 3 of 5
176,Osasuna,Real Sociedad,48%,52%,269 of 396 — 68%,75% — 326 of 437,7 of 18 — 39%,54% — 7 of 13,3 of 7 — 42%,57% — 4 of 7
177,Betis,Atlético Madrid,67%,33%,563 of 655 — 86%,72% — 232 of 321,2 of 15 — 13%,63% — 5 of 8,3 of 5 — 60%,50% — 1 of 2
178,Levante,Celta Vigo,49%,51%,334 of 433 — 77%,77% — 347 of 449,7 of 13 — 54%,45% — 5 of 11,4 of 5 — 80%,57% — 4 of 7
179,Real Madrid,Athletic Club,69%,31%,679 of 786 — 86%,70% — 251 of 360,8 of 20 — 40%,25% — 2 of 8,2 of 2 — 100%,100% — 8 of 8
180,Valladolid,Leganés,63%,37%,456 of 585 — 78%,67% — 227 of 340,5 of 14 — 36%,33% — 4 of 12,2 of 4 — 50%,60% — 3 of 5
181,Sevilla,Athletic Club,65%,35%,523 of 658 — 79%,65% — 229 of 350,1 of 9 — 11%,17% — 1 of 6,0 of 1 — 0%,100% — 1 of 1
182,Valencia,Eibar,51%,49%,372 of 485 — 77%,74% — 342 of 461,1 of 9 — 11%,30% — 3 of 10,3 of 3 — 100%,0% — 0 of 1
183,Getafe,Real Madrid,45%,55%,238 of 395 — 60%,72% — 348 of 482,4 of 15 — 27%,78% — 7 of 9,5 of 7 — 71%,100% — 4 of 4
184,Atlético Madrid,Levante,40%,60%,274 of 374 — 73%,79% — 433 of 551,8 of 17 — 47%,50% — 3 of 6,2 of 3 — 66%,75% — 6 of 8
185,Espanyol,Barcelona,31%,69%,248 of 343 — 72%,88% — 665 of 752,3 of 7 — 43%,50% — 7 of 14,5 of 7 — 71%,33% — 1 of 3
186,Granada,Mallorca,41%,59%,243 of 331 — 73%,81% — 378 of 468,4 of 7 — 57%,29% — 5 of 17,5 of 5 — 100%,75% — 3 of 4
187,Real Sociedad,Villarreal,63%,37%,499 of 606 — 82%,78% — 282 of 360,2 of 10 — 20%,8% — 1 of 13,0 of 1 — 0%,50% — 1 of 2
188,Alavés,Betis,33%,67%,178 of 291 — 61%,81% — 471 of 578,1 of 6 — 17%,22% — 2 of 9,1 of 2 — 50%,0% — 0 of 1
189,Celta Vigo,Osasuna,60%,40%,415 of 538 — 77%,63% — 225 of 355,7 of 20 — 35%,13% — 1 of 8,0 of 1 — 0%,85% — 6 of 7
190,Leganés,Getafe,60%,40%,298 of 436 — 68%,50% — 145 of 289,2 of 8 — 25%,38% — 3 of 8,0 of 3 — 0%,100% — 2 of 2
191,Levante,Alavés,54%,46%,326 of 442 — 74%,70% — 265 of 376,3 of 20 — 15%,43% — 6 of 14,5 of 6 — 83%,100% — 3 of 3
192,Real Madrid,Sevilla,52%,48%,502 of 598 — 84%,81% — 445 of 548,4 of 13 — 31%,38% — 3 of 8,2 of 3 — 66%,50% — 2 of 4
193,Osasuna,Valladolid,55%,45%,332 of 481 — 69%,63% — 243 of 387,5 of 21 — 24%,60% — 3 of 5,3 of 3 — 100%,100% — 5 of 5
194,Eibar,Atlético Madrid,39%,61%,218 of 360 — 61%,73% — 414 of 567,4 of 9 — 44%,33% — 4 of 12,4 of 4 — 100%,50% — 2 of 4
195,Mallorca,Valencia,43%,57%,342 of 435 — 79%,84% — 476 of 568,6 of 14 — 43%,13% — 1 of 8,0 of 1 — 0%,33% — 2 of 6
196,Betis,Real Sociedad,48%,52%,359 of 463 — 78%,80% — 402 of 502,6 of 14 — 43%,0% — 0 of 7,0 of 0 — %,50% — 3 of 6
197,Villarreal,Espanyol,68%,32%,503 of 602 — 84%,65% — 184 of 282,4 of 20 — 20%,31% — 5 of 16,3 of 5 — 60%,100% — 4 of 4
198,Athletic Club,Celta Vigo,62%,38%,491 of 608 — 81%,73% — 273 of 373,4 of 21 — 19%,43% — 3 of 7,2 of 3 — 66%,100% — 4 of 4
199,Barcelona,Granada,81%,19%,935 of 1027 — 91%,62% — 146 of 234,6 of 18 — 33%,20% — 1 of 5,1 of 1 — 100%,83% — 5 of 6
200,Osasuna,Levante,55%,45%,327 of 447 — 73%,65% — 238 of 368,2 of 14 — 14%,33% — 2 of 6,2 of 2 — 100%,50% — 1 of 2
201,Espanyol,Athletic Club,50%,50%,306 of 466 — 66%,66% — 304 of 461,3 of 9 — 33%,27% — 3 of 11,2 of 3 — 66%,66% — 2 of 3
202,Valencia,Barcelona,27%,73%,244 of 330 — 74%,91% — 823 of 900,5 of 7 — 71%,36% — 5 of 14,5 of 5 — 100%,60% — 3 of 5
203,Alavés,Villarreal,54%,46%,383 of 505 — 76%,73% — 319 of 436,5 of 11 — 45%,55% — 6 of 11,4 of 6 — 66%,80% — 4 of 5
204,Sevilla,Granada,59%,41%,435 of 541 — 80%,71% — 272 of 381,4 of 12 — 33%,13% — 1 of 8,1 of 1 — 100%,50% — 2 of 4
205,Atlético Madrid,Leganés,55%,45%,396 of 529 — 75%,67% — 289 of 429,3 of 14 — 21%,40% — 4 of 10,4 of 4 — 100%,100% — 3 of 3
206,Celta Vigo,Eibar,66%,34%,499 of 673 — 74%,59% — 205 of 349,4 of 18 — 22%,60% — 3 of 5,3 of 3 — 100%,100% — 4 of 4
207,Getafe,Betis,39%,61%,153 of 284 — 54%,76% — 342 of 450,2 of 6 — 33%,13% — 1 of 8,1 of 1 — 100%,100% — 2 of 2
208,Real Sociedad,Mallorca,69%,31%,587 of 708 — 83%,69% — 214 of 312,6 of 14 — 43%,50% — 4 of 8,4 of 4 — 100%,50% — 3 of 6
209,Valladolid,Real Madrid,39%,61%,294 of 427 — 69%,83% — 568 of 681,0 of 4 — 0%,25% — 3 of 12,2 of 3 — 66%,% — 0 of 0
210,Granada,Espanyol,45%,55%,230 of 337 — 68%,74% — 303 of 410,2 of 8 — 25%,14% — 3 of 21,3 of 3 — 100%,0% — 0 of 2
211,Real Madrid,Atlético Madrid,64%,36%,605 of 705 — 86%,72% — 282 of 393,5 of 16 — 31%,25% — 1 of 4,1 of 1 — 100%,80% — 4 of 5
212,Mallorca,Valladolid,53%,47%,364 of 479 — 76%,73% — 305 of 417,4 of 16 — 25%,47% — 7 of 15,6 of 7 — 85%,100% — 4 of 4
213,Valencia,Celta Vigo,50%,50%,397 of 494 — 80%,79% — 387 of 491,5 of 9 — 56%,27% — 3 of 11,3 of 3 — 100%,80% — 4 of 5
214,Leganés,Real Sociedad,45%,55%,253 of 378 — 67%,74% — 339 of 460,5 of 12 — 42%,50% — 1 of 2,0 of 1 — 0%,60% — 3 of 5
215,Eibar,Betis,36%,64%,216 of 333 — 65%,82% — 484 of 588,2 of 7 — 29%,43% — 6 of 14,5 of 6 — 83%,100% — 2 of 2
216,Athletic Club,Getafe,71%,29%,485 of 621 — 78%,53% — 136 of 258,2 of 8 — 25%,25% — 2 of 8,1 of 2 — 50%,100% — 2 of 2
217,Villarreal,Osasuna,55%,45%,398 of 529 — 75%,74% — 318 of 430,3 of 8 — 38%,29% — 5 of 17,4 of 5 — 80%,33% — 1 of 3
218,Sevilla,Alavés,73%,27%,642 of 757 — 85%,58% — 159 of 274,2 of 13 — 15%,75% — 3 of 4,2 of 3 — 66%,100% — 2 of 2
219,Barcelona,Levante,67%,33%,710 of 785 — 90%,80% — 311 of 390,8 of 23 — 35%,45% — 5 of 11,4 of 5 — 80%,75% — 6 of 8
220,Alavés,Eibar,39%,61%,210 of 327 — 64%,73% — 375 of 517,5 of 9 — 56%,20% — 1 of 5,0 of 1 — 0%,60% — 3 of 5
221,Levante,Leganés,48%,52%,313 of 411 — 76%,74% — 327 of 441,5 of 9 — 56%,33% — 4 of 12,4 of 4 — 100%,60% — 3 of 5
222,Getafe,Valencia,53%,47%,313 of 471 — 66%,65% — 273 of 418,10 of 22 — 45%,0% — 0 of 5,0 of 0 — %,70% — 7 of 10
223,Valladolid,Villarreal,34%,66%,232 of 341 — 68%,83% — 552 of 668,1 of 8 — 13%,38% — 3 of 8,2 of 3 — 66%,0% — 0 of 1
224,Atlético Madrid,Granada,51%,49%,305 of 430 — 71%,68% — 285 of 420,3 of 6 — 50%,10% — 1 of 10,1 of 1 — 100%,66% — 2 of 3
225,Espanyol,Mallorca,38%,62%,245 of 350 — 70%,78% — 436 of 562,7 of 12 — 58%,43% — 3 of 7,3 of 3 — 100%,85% — 6 of 7
226,Real Sociedad,Athletic Club,63%,37%,440 of 575 — 77%,62% — 207 of 335,4 of 14 — 29%,50% — 3 of 6,2 of 3 — 66%,50% — 2 of 4
227,Osasuna,Real Madrid,45%,55%,340 of 463 — 73%,78% — 442 of 564,4 of 14 — 29%,35% — 6 of 17,2 of 6 — 33%,75% — 3 of 4
228,Celta Vigo,Sevilla,45%,55%,359 of 467 — 77%,78% — 448 of 571,7 of 13 — 54%,36% — 4 of 11,3 of 4 — 75%,71% — 5 of 7
229,Betis,Barcelona,30%,70%,263 of 322 — 82%,88% — 660 of 747,2 of 6 — 33%,60% — 6 of 10,3 of 6 — 50%,50% — 1 of 2
230,Valencia,Atlético Madrid,63%,37%,486 of 618 — 79%,71% — 258 of 363,3 of 9 — 33%,38% — 3 of 8,1 of 3 — 33%,33% — 1 of 3
231,Mallorca,Alavés,47%,53%,251 of 378 — 66%,69% — 298 of 431,5 of 13 — 38%,0% — 0 of 10,0 of 0 — %,80% — 4 of 5
232,Barcelona,Getafe,75%,25%,625 of 725 — 86%,55% — 136 of 246,5 of 12 — 42%,29% — 2 of 7,1 of 2 — 50%,60% — 3 of 5
233,Villarreal,Levante,51%,49%,333 of 432 — 77%,75% — 309 of 412,6 of 14 — 43%,18% — 2 of 11,1 of 2 — 50%,66% — 4 of 6
234,Granada,Valladolid,53%,47%,323 of 446 — 72%,69% — 270 of 392,4 of 11 — 36%,67% — 4 of 6,3 of 4 — 75%,50% — 2 of 4
235,Sevilla,Espanyol,66%,34%,436 of 545 — 80%,58% — 161 of 278,6 of 18 — 33%,60% — 3 of 5,1 of 3 — 33%,66% — 4 of 6
236,Leganés,Betis,36%,64%,205 of 343 — 60%,81% — 504 of 621,1 of 11 — 9%,67% — 2 of 3,2 of 2 — 100%,100% — 1 of 1
237,Athletic Club,Osasuna,65%,35%,460 of 589 — 78%,60% — 187 of 311,2 of 12 — 17%,33% — 2 of 6,1 of 2 — 50%,100% — 2 of 2
238,Real Madrid,Celta Vigo,66%,34%,603 of 719 — 84%,75% — 281 of 374,3 of 14 — 21%,60% — 3 of 5,1 of 3 — 33%,66% — 2 of 3
239,Betis,Mallorca,69%,31%,584 of 676 — 86%,72% — 217 of 300,4 of 17 — 24%,36% — 4 of 11,1 of 4 — 25%,75% — 3 of 4
240,Celta Vigo,Leganés,43%,57%,259 of 366 — 71%,73% — 351 of 480,1 of 3 — 33%,18% — 2 of 11,2 of 2 — 100%,0% — 0 of 1
241,Barcelona,Eibar,69%,31%,635 of 751 — 85%,69% — 235 of 342,11 of 13 — 85%,42% — 5 of 12,5 of 5 — 100%,54% — 6 of 11
242,Real Sociedad,Valencia,46%,54%,376 of 465 — 81%,79% — 425 of 539,7 of 19 — 37%,17% — 1 of 6,1 of 1 — 100%,57% — 4 of 7
243,Levante,Real Madrid,37%,63%,297 of 393 — 76%,84% — 553 of 657,2 of 8 — 25%,37% — 7 of 19,7 of 7 — 100%,50% — 1 of 2
244,Osasuna,Granada,61%,39%,353 of 518 — 68%,51% — 167 of 326,1 of 14 — 7%,40% — 4 of 10,1 of 4 — 25%,100% — 1 of 1
245,Alavés,Athletic Club,44%,56%,247 of 348 — 71%,75% — 335 of 446,3 of 3 — 100%,31% — 4 of 13,3 of 4 — 75%,66% — 2 of 3
246,Valladolid,Espanyol,64%,36%,386 of 482 — 80%,59% — 160 of 273,6 of 21 — 29%,20% — 1 of 5,1 of 1 — 100%,66% — 4 of 6
247,Getafe,Sevilla,50%,50%,245 of 394 — 62%,63% — 244 of 388,2 of 10 — 20%,63% — 5 of 8,2 of 5 — 40%,100% — 2 of 2
248,Atlético Madrid,Villarreal,42%,58%,388 of 492 — 79%,87% — 595 of 686,9 of 17 — 53%,40% — 4 of 10,3 of 4 — 75%,66% — 6 of 9
249,Real Sociedad,Valladolid,54%,46%,379 of 488 — 78%,69% — 282 of 409,4 of 13 — 31%,17% — 1 of 6,1 of 1 — 100%,75% — 3 of 4
250,Eibar,Levante,44%,56%,229 of 349 — 66%,72% — 323 of 447,9 of 14 — 64%,27% — 3 of 11,3 of 3 — 100%,66% — 6 of 9
251,Valencia,Betis,36%,64%,247 of 347 — 71%,87% — 546 of 627,5 of 10 — 50%,29% — 4 of 14,3 of 4 — 75%,60% — 3 of 5
252,Leganés,Alavés,55%,45%,262 of 403 — 65%,51% — 166 of 328,6 of 19 — 32%,50% — 4 of 8,3 of 4 — 75%,83% — 5 of 6
253,Granada,Celta Vigo,41%,59%,240 of 364 — 66%,79% — 413 of 521,0 of 14 — 0%,33% — 2 of 6,2 of 2 — 100%,% — 0 of 0
254,Sevilla,Osasuna,63%,37%,404 of 522 — 77%,61% — 186 of 305,5 of 12 — 42%,25% — 3 of 12,2 of 3 — 66%,40% — 2 of 5
255,Athletic Club,Villarreal,44%,56%,258 of 378 — 68%,77% — 362 of 472,4 of 16 — 25%,30% — 3 of 10,3 of 3 — 100%,100% — 4 of 4
256,Espanyol,Atlético Madrid,38%,62%,181 of 328 — 55%,72% — 392 of 544,3 of 9 — 33%,40% — 2 of 5,1 of 2 — 50%,100% — 3 of 3
257,Mallorca,Getafe,55%,45%,293 of 455 — 64%,59% — 224 of 377,1 of 4 — 25%,56% — 5 of 9,4 of 5 — 80%,100% — 1 of 1
258,Real Madrid,Barcelona,44%,56%,456 of 535 — 85%,88% — 597 of 676,4 of 13 — 31%,44% — 4 of 9,4 of 4 — 100%,50% — 2 of 4
259,Alavés,Valencia,44%,56%,363 of 476 — 76%,81% — 491 of 606,2 of 13 — 15%,33% — 2 of 6,1 of 2 — 50%,50% — 1 of 2
260,Eibar,Mallorca,66%,34%,426 of 574 — 74%,62% — 181 of 294,2 of 13 — 15%,40% — 4 of 10,2 of 4 — 50%,50% — 1 of 2
261,Atlético Madrid,Sevilla,45%,55%,294 of 407 — 72%,79% — 394 of 498,2 of 20 — 10%,27% — 3 of 11,2 of 3 — 66%,50% — 1 of 2
262,Barcelona,Real Sociedad,54%,46%,457 of 556 — 82%,80% — 385 of 483,5 of 12 — 42%,11% — 1 of 9,1 of 1 — 100%,100% — 5 of 5
263,Getafe,Celta Vigo,56%,44%,342 of 505 — 68%,68% — 270 of 400,6 of 19 — 32%,67% — 2 of 3,2 of 2 — 100%,100% — 6 of 6
264,Osasuna,Espanyol,51%,49%,244 of 397 — 61%,56% — 211 of 375,5 of 16 — 31%,25% — 2 of 8,2 of 2 — 100%,100% — 5 of 5
265,Valladolid,Athletic Club,58%,42%,369 of 495 — 75%,72% — 261 of 365,2 of 19 — 11%,50% — 5 of 10,1 of 5 — 20%,50% — 1 of 2
266,Levante,Granada,54%,46%,315 of 445 — 71%,66% — 248 of 375,3 of 11 — 27%,70% — 7 of 10,6 of 7 — 85%,66% — 2 of 3
267,Villarreal,Leganés,64%,36%,534 of 638 — 84%,74% — 269 of 362,5 of 15 — 33%,55% — 6 of 11,5 of 6 — 83%,80% — 4 of 5
268,Betis,Real Madrid,43%,57%,341 of 453 — 75%,80% — 482 of 602,3 of 14 — 21%,23% — 3 of 13,3 of 3 — 100%,33% — 1 of 3
269,Eibar,Real Sociedad,57%,43%,397 of 571 — 70%,61% — 262 of 428,2 of 12 — 17%,20% — 1 of 5,0 of 1 — 0%,100% — 2 of 2
270,Sevilla,Betis,46%,54%,341 of 447 — 76%,84% — 441 of 526,4 of 12 — 33%,8% — 1 of 12,1 of 1 — 100%,75% — 3 of 4
271,Granada,Getafe,52%,48%,230 of 358 — 64%,55% — 184 of 334,3 of 10 — 30%,33% — 2 of 6,1 of 2 — 50%,66% — 2 of 3
272,Valencia,Levante,51%,49%,391 of 487 — 80%,82% — 390 of 476,3 of 12 — 25%,23% — 3 of 13,3 of 3 — 100%,66% — 2 of 3
273,Espanyol,Alavés,68%,32%,481 of 593 — 81%,65% — 182 of 281,9 of 19 — 47%,0% — 0 of 1,0 of 0 — %,77% — 7 of 9
274,Celta Vigo,Villarreal,41%,59%,330 of 430 — 77%,83% — 515 of 619,0 of 4 — 0%,25% — 4 of 16,3 of 4 — 75%,% — 0 of 0
275,Leganés,Valladolid,67%,33%,446 of 591 — 75%,53% — 153 of 286,1 of 10 — 10%,33% — 2 of 6,0 of 2 — 0%,100% — 1 of 1
276,Mallorca,Barcelona,36%,64%,330 of 419 — 79%,88% — 665 of 752,3 of 13 — 23%,58% — 7 of 12,3 of 7 — 42%,100% — 3 of 3
277,Athletic Club,Atlético Madrid,54%,46%,430 of 548 — 78%,75% — 343 of 458,4 of 10 — 40%,22% — 2 of 9,1 of 2 — 50%,75% — 3 of 4
278,Real Madrid,Eibar,55%,45%,517 of 623 — 83%,77% — 390 of 508,5 of 6 — 83%,56% — 5 of 9,4 of 5 — 80%,40% — 2 of 5
279,Real Sociedad,Osasuna,65%,35%,561 of 684 — 82%,69% — 255 of 370,4 of 9 — 44%,0% — 0 of 7,0 of 0 — %,75% — 3 of 4
280,Levante,Sevilla,42%,58%,340 of 436 — 78%,86% — 510 of 595,3 of 10 — 30%,40% — 4 of 10,3 of 4 — 75%,100% — 3 of 3
281,Betis,Granada,79%,21%,595 of 691 — 86%,60% — 108 of 181,5 of 17 — 29%,63% — 5 of 8,3 of 5 — 60%,80% — 4 of 5
282,Getafe,Espanyol,69%,31%,430 of 562 — 77%,49% — 125 of 257,4 of 21 — 19%,60% — 3 of 5,3 of 3 — 100%,100% — 4 of 4
283,Villarreal,Mallorca,51%,49%,430 of 531 — 81%,77% — 392 of 512,4 of 10 — 40%,27% — 4 of 15,4 of 4 — 100%,75% — 3 of 4
284,Barcelona,Leganés,75%,25%,813 of 892 — 91%,73% — 222 of 303,4 of 9 — 44%,17% — 1 of 6,1 of 1 — 100%,75% — 3 of 4
285,Eibar,Athletic Club,48%,52%,220 of 398 — 55%,62% — 268 of 431,5 of 11 — 45%,40% — 2 of 5,1 of 2 — 50%,80% — 4 of 5
286,Valladolid,Celta Vigo,41%,59%,262 of 366 — 72%,79% — 409 of 517,1 of 6 — 17%,30% — 3 of 10,3 of 3 — 100%,100% — 1 of 1
287,Osasuna,Atlético Madrid,47%,53%,287 of 436 — 66%,69% — 339 of 488,3 of 13 — 23%,60% — 6 of 10,1 of 6 — 16%,100% — 3 of 3
288,Alavés,Real Sociedad,35%,65%,172 of 266 — 65%,78% — 383 of 489,7 of 15 — 47%,11% — 1 of 9,1 of 1 — 100%,71% — 5 of 7
289,Real Madrid,Valencia,63%,37%,662 of 745 — 89%,80% — 357 of 444,14 of 19 — 74%,50% — 2 of 4,2 of 2 — 100%,78% — 11 of 14
290,Granada,Villarreal,51%,49%,381 of 509 — 75%,78% — 381 of 489,4 of 14 — 29%,20% — 1 of 5,0 of 1 — 0%,100% — 4 of 4
291,Mallorca,Leganés,39%,61%,210 of 325 — 65%,75% — 376 of 502,3 of 7 — 43%,25% — 4 of 16,3 of 4 — 75%,66% — 2 of 3
292,Sevilla,Barcelona,36%,64%,336 of 438 — 77%,85% — 653 of 764,4 of 8 — 50%,30% — 3 of 10,3 of 3 — 100%,100% — 4 of 4
293,Espanyol,Levante,47%,53%,285 of 402 — 71%,79% — 361 of 459,3 of 10 — 30%,57% — 8 of 14,6 of 8 — 75%,66% — 2 of 3
294,Athletic Club,Betis,43%,57%,284 of 382 — 74%,80% — 411 of 511,3 of 12 — 25%,63% — 5 of 8,5 of 5 — 100%,66% — 2 of 3
295,Getafe,Eibar,54%,46%,212 of 392 — 54%,47% — 155 of 331,2 of 9 — 22%,25% — 2 of 8,1 of 2 — 50%,50% — 1 of 2
296,Atlético Madrid,Valladolid,61%,39%,486 of 587 — 83%,74% — 273 of 369,4 of 15 — 27%,33% — 2 of 6,2 of 2 — 100%,75% — 3 of 4
297,Celta Vigo,Alavés,72%,28%,553 of 627 — 88%,69% — 166 of 241,8 of 13 — 62%,50% — 2 of 4,2 of 2 — 100%,50% — 4 of 8
298,Valencia,Osasuna,55%,45%,446 of 541 — 82%,75% — 332 of 441,3 of 7 — 43%,23% — 3 of 13,3 of 3 — 100%,33% — 1 of 3
299,Real Sociedad,Real Madrid,51%,49%,502 of 596 — 84%,83% — 469 of 568,2 of 10 — 20%,56% — 5 of 9,4 of 5 — 80%,50% — 1 of 2
300,Villarreal,Sevilla,42%,58%,352 of 449 — 78%,80% — 499 of 624,5 of 7 — 71%,50% — 7 of 14,5 of 7 — 71%,60% — 3 of 5
301,Leganés,Granada,60%,40%,374 of 506 — 74%,66% — 226 of 341,2 of 9 — 22%,25% — 1 of 4,1 of 1 — 100%,100% — 2 of 2
302,Levante,Atlético Madrid,57%,43%,473 of 576 — 82%,78% — 346 of 443,0 of 12 — 0%,58% — 7 of 12,7 of 7 — 100%,% — 0 of 0
303,Valladolid,Getafe,47%,53%,199 of 360 — 55%,61% — 249 of 408,1 of 5 — 20%,7% — 1 of 15,0 of 1 — 0%,100% — 1 of 1
304,Barcelona,Athletic Club,73%,27%,705 of 816 — 86%,66% — 204 of 308,4 of 18 — 22%,0% — 0 of 6,0 of 0 — %,75% — 3 of 4
305,Alavés,Osasuna,53%,47%,282 of 459 — 61%,56% — 229 of 406,0 of 5 — 0%,14% — 1 of 7,0 of 1 — 0%,% — 0 of 0
306,Real Sociedad,Celta Vigo,59%,41%,442 of 554 — 80%,74% — 285 of 386,6 of 13 — 46%,0% — 0 of 3,0 of 0 — %,100% — 6 of 6
307,Real Madrid,Mallorca,55%,45%,479 of 552 — 87%,84% — 375 of 445,6 of 14 — 43%,36% — 4 of 11,4 of 4 — 100%,66% — 4 of 6
308,Eibar,Valencia,34%,66%,176 of 297 — 59%,75% — 426 of 568,5 of 14 — 36%,0% — 0 of 7,0 of 0 — %,100% — 5 of 5
309,Betis,Espanyol,64%,36%,444 of 543 — 82%,65% — 198 of 305,6 of 12 — 50%,33% — 3 of 9,3 of 3 — 100%,83% — 5 of 6
310,Sevilla,Valladolid,74%,26%,628 of 734 — 86%,63% — 159 of 254,2 of 14 — 14%,45% — 5 of 11,4 of 5 — 80%,100% — 2 of 2
311,Athletic Club,Mallorca,47%,53%,338 of 427 — 79%,78% — 376 of 479,5 of 11 — 45%,8% — 1 of 13,1 of 1 — 100%,60% — 3 of 5
312,Celta Vigo,Barcelona,33%,67%,248 of 331 — 75%,87% — 592 of 683,6 of 10 — 60%,11% — 2 of 18,0 of 2 — 0%,66% — 4 of 6
313,Osasuna,Leganés,51%,49%,330 of 472 — 70%,70% — 322 of 462,5 of 6 — 83%,33% — 7 of 21,6 of 7 — 85%,60% — 3 of 5
314,Atlético Madrid,Alavés,69%,31%,579 of 672 — 86%,65% — 192 of 296,3 of 13 — 23%,20% — 1 of 5,1 of 1 — 100%,66% — 2 of 3
315,Levante,Betis,36%,64%,250 of 334 — 75%,85% — 497 of 587,4 of 9 — 44%,47% — 8 of 17,6 of 8 — 75%,0% — 0 of 4
316,Villarreal,Valencia,57%,43%,618 of 697 — 89%,82% — 429 of 523,4 of 17 — 24%,0% — 0 of 4,0 of 0 — %,50% — 2 of 4
317,Granada,Eibar,58%,42%,315 of 459 — 69%,59% — 201 of 339,5 of 14 — 36%,46% — 6 of 13,4 of 6 — 66%,80% — 4 of 5
318,Espanyol,Real Madrid,32%,68%,265 of 350 — 76%,87% — 655 of 754,5 of 8 — 63%,43% — 6 of 14,5 of 6 — 83%,100% — 5 of 5
319,Getafe,Real Sociedad,40%,60%,178 of 329 — 54%,67% — 328 of 490,3 of 10 — 30%,20% — 1 of 5,0 of 1 — 0%,66% — 2 of 3
320,Mallorca,Celta Vigo,40%,60%,322 of 400 — 81%,84% — 507 of 605,6 of 8 — 75%,64% — 7 of 11,7 of 7 — 100%,33% — 2 of 6
321,Leganés,Sevilla,42%,58%,327 of 423 — 77%,87% — 507 of 586,3 of 9 — 33%,55% — 6 of 11,3 of 6 — 50%,100% — 3 of 3
322,Barcelona,Atlético Madrid,72%,28%,729 of 802 — 91%,75% — 233 of 312,4 of 11 — 36%,13% — 1 of 8,1 of 1 — 100%,100% — 4 of 4
323,Alavés,Granada,55%,45%,315 of 444 — 71%,62% — 223 of 359,5 of 11 — 45%,57% — 4 of 7,2 of 4 — 50%,100% — 5 of 5
324,Valencia,Athletic Club,51%,49%,403 of 514 — 78%,76% — 371 of 486,1 of 10 — 10%,33% — 4 of 12,2 of 4 — 50%,100% — 1 of 1
325,Valladolid,Levante,48%,52%,352 of 450 — 78%,81% — 404 of 496,3 of 14 — 21%,38% — 3 of 8,3 of 3 — 100%,100% — 3 of 3
326,Betis,Villarreal,46%,54%,423 of 518 — 82%,86% — 517 of 603,1 of 9 — 11%,29% — 4 of 14,3 of 4 — 75%,100% — 1 of 1
327,Real Sociedad,Espanyol,63%,37%,516 of 638 — 81%,72% — 268 of 370,4 of 12 — 33%,75% — 3 of 4,2 of 3 — 66%,50% — 2 of 4
328,Eibar,Osasuna,55%,45%,326 of 506 — 64%,57% — 240 of 419,4 of 11 — 36%,67% — 6 of 9,4 of 6 — 66%,100% — 4 of 4
329,Real Madrid,Getafe,67%,33%,536 of 645 — 83%,60% — 194 of 321,3 of 7 — 43%,30% — 3 of 10,3 of 3 — 100%,100% — 3 of 3
330,Atlético Madrid,Mallorca,48%,52%,426 of 510 — 84%,80% — 438 of 545,2 of 14 — 14%,8% — 1 of 13,1 of 1 — 100%,0% — 0 of 2
331,Celta Vigo,Betis,45%,55%,245 of 352 — 70%,76% — 326 of 429,1 of 5 — 20%,30% — 3 of 10,2 of 3 — 66%,0% — 0 of 1
332,Valladolid,Alavés,52%,48%,337 of 460 — 73%,68% — 285 of 417,3 of 5 — 60%,0% — 0 of 7,0 of 0 — %,66% — 2 of 3
333,Granada,Valencia,53%,47%,324 of 442 — 73%,71% — 276 of 389,3 of 16 — 19%,75% — 3 of 4,1 of 3 — 33%,66% — 2 of 3
334,Athletic Club,Real Madrid,44%,56%,371 of 469 — 79%,84% — 499 of 596,1 of 7 — 14%,33% — 3 of 9,3 of 3 — 100%,100% — 1 of 1
