,home,away,posesión_home,posesión_away,pases_home,pases_away,disparos_home,disparos_away,salvadas_home,salvadas_away
168,Granada,Barcelona,28%,72%,250 of 324 — 77%,91% — 767 of 840,4 of 8 — 50%,31% — 4 of 13,0 of 4 — 0%,100% — 4 of 4
169,Osasuna,Real Madrid,31%,69%,261 of 365 — 72%,86% — 718 of 831,2 of 8 — 25%,11% — 1 of 9,1 of 1 — 100%,100% — 2 of 2
170,Levante,Eibar,53%,47%,322 of 457 — 70%,68% — 272 of 399,2 of 4 — 50%,24% — 4 of 17,3 of 4 — 75%,0% — 0 of 2
171,Cádiz,Alavés,40%,60%,208 of 334 — 62%,75% — 376 of 504,7 of 10 — 70%,25% — 1 of 4,1 of 1 — 100%,57% — 4 of 7
172,Valladolid,Valencia,42%,58%,292 of 404 — 72%,75% — 416 of 551,4 of 11 — 36%,35% — 6 of 17,5 of 6 — 83%,100% — 4 of 4
173,Elche,Getafe,46%,54%,379 of 468 — 81%,83% — 445 of 539,4 of 7 — 57%,46% — 6 of 13,4 of 6 — 66%,75% — 3 of 4
174,Huesca,Betis,49%,51%,362 of 470 — 77%,78% — 380 of 486,3 of 10 — 30%,33% — 5 of 15,3 of 5 — 60%,100% — 3 of 3
175,Granada,Osasuna,41%,59%,180 of 314 — 57%,71% — 326 of 460,3 of 10 — 30%,20% — 3 of 15,3 of 3 — 100%,33% — 1 of 3
176,Atlético Madrid,Sevilla,34%,66%,274 of 351 — 78%,87% — 589 of 677,4 of 5 — 80%,15% — 2 of 13,2 of 2 — 100%,50% — 2 of 4
177,Valladolid,Elche,62%,38%,456 of 543 — 84%,77% — 259 of 335,2 of 13 — 15%,33% — 3 of 9,1 of 3 — 33%,0% — 0 of 2
178,Cádiz,Levante,31%,69%,193 of 294 — 66%,83% — 544 of 658,2 of 8 — 25%,63% — 5 of 8,3 of 5 — 60%,0% — 0 of 2
179,Alavés,Sevilla,38%,62%,238 of 354 — 67%,78% — 444 of 567,2 of 11 — 18%,43% — 3 of 7,1 of 3 — 33%,50% — 1 of 2
180,Getafe,Huesca,48%,52%,324 of 448 — 72%,74% — 354 of 480,5 of 12 — 42%,20% — 3 of 15,3 of 3 — 100%,80% — 4 of 5
181,Betis,Celta Vigo,43%,57%,295 of 406 — 73%,79% — 433 of 549,4 of 12 — 33%,30% — 3 of 10,2 of 3 — 66%,50% — 2 of 4
182,Villarreal,Granada,68%,32%,570 of 660 — 86%,70% — 217 of 311,1 of 6 — 17%,67% — 2 of 3,0 of 2 — 0%,0% — 0 of 1
183,Valencia,Osasuna,64%,36%,522 of 645 — 81%,72% — 261 of 365,3 of 10 — 30%,36% — 5 of 14,4 of 5 — 80%,100% — 3 of 3
184,Eibar,Atlético Madrid,36%,64%,185 of 327 — 57%,75% — 424 of 569,1 of 11 — 9%,38% — 3 of 8,2 of 3 — 66%,100% — 1 of 1
185,Levante,Valladolid,58%,42%,438 of 549 — 80%,72% — 289 of 403,3 of 11 — 27%,43% — 3 of 7,1 of 3 — 33%,33% — 1 of 3
186,Huesca,Villarreal,44%,56%,400 of 519 — 77%,84% — 553 of 660,1 of 5 — 20%,25% — 2 of 8,2 of 2 — 100%,100% — 1 of 1
187,Sevilla,Cádiz,79%,21%,671 of 763 — 88%,54% — 112 of 206,7 of 15 — 47%,33% — 3 of 9,3 of 3 — 100%,57% — 4 of 7
188,Real Sociedad,Betis,54%,46%,388 of 498 — 78%,78% — 334 of 428,5 of 12 — 42%,57% — 4 of 7,2 of 4 — 50%,60% — 3 of 5
189,Alavés,Real Madrid,40%,60%,340 of 421 — 81%,88% — 561 of 636,4 of 14 — 29%,60% — 6 of 10,2 of 6 — 33%,75% — 3 of 4
190,Osasuna,Granada,48%,52%,206 of 339 — 61%,64% — 231 of 362,4 of 7 — 57%,8% — 1 of 12,0 of 1 — 0%,25% — 1 of 4
191,Elche,Barcelona,35%,65%,323 of 394 — 82%,89% — 656 of 736,2 of 4 — 50%,53% — 8 of 15,6 of 8 — 75%,100% — 2 of 2
192,Celta Vigo,Eibar,56%,44%,406 of 527 — 77%,69% — 288 of 417,4 of 8 — 50%,22% — 2 of 9,1 of 2 — 50%,75% — 3 of 4
193,Atlético Madrid,Valencia,49%,51%,393 of 488 — 81%,80% — 405 of 504,5 of 14 — 36%,50% — 4 of 8,3 of 4 — 75%,40% — 2 of 5
194,Athletic Club,Getafe,51%,49%,296 of 417 — 71%,71% — 278 of 393,8 of 11 — 73%,20% — 1 of 5,0 of 1 — 0%,37% — 3 of 8
195,Valladolid,Huesca,55%,45%,423 of 534 — 79%,75% — 330 of 440,4 of 14 — 29%,45% — 5 of 11,2 of 5 — 40%,75% — 3 of 4
196,Eibar,Sevilla,49%,51%,356 of 486 — 73%,73% — 374 of 511,6 of 17 — 35%,50% — 3 of 6,2 of 3 — 66%,100% — 6 of 6
197,Real Madrid,Levante,47%,53%,376 of 448 — 84%,87% — 435 of 502,2 of 8 — 25%,54% — 7 of 13,5 of 7 — 71%,50% — 1 of 2
198,Valencia,Elche,45%,55%,296 of 384 — 77%,78% — 358 of 460,2 of 13 — 15%,10% — 1 of 10,1 of 1 — 100%,50% — 1 of 2
199,Villarreal,Real Sociedad,35%,65%,287 of 366 — 78%,84% — 562 of 669,2 of 4 — 50%,25% — 3 of 12,2 of 3 — 66%,50% — 1 of 2
200,Getafe,Alavés,60%,40%,275 of 441 — 62%,49% — 145 of 296,0 of 6 — 0%,20% — 1 of 5,1 of 1 — 100%,% — 0 of 0
201,Cádiz,Atlético Madrid,48%,52%,414 of 512 — 81%,83% — 460 of 551,6 of 11 — 55%,38% — 3 of 8,0 of 3 — 0%,66% — 4 of 6
202,Granada,Celta Vigo,36%,64%,187 of 285 — 66%,77% — 387 of 504,5 of 10 — 50%,14% — 1 of 7,1 of 1 — 100%,100% — 5 of 5
203,Barcelona,Athletic Club,58%,42%,545 of 633 — 86%,80% — 366 of 455,6 of 12 — 50%,29% — 2 of 7,2 of 2 — 100%,66% — 4 of 6
204,Betis,Osasuna,65%,35%,531 of 629 — 84%,72% — 247 of 345,3 of 8 — 38%,33% — 5 of 15,5 of 5 — 100%,66% — 2 of 3
205,Alavés,Valladolid,55%,45%,271 of 395 — 69%,67% — 220 of 329,5 of 20 — 25%,33% — 1 of 3,1 of 1 — 100%,80% — 4 of 5
206,Levante,Granada,60%,40%,364 of 475 — 77%,63% — 200 of 315,7 of 11 — 64%,45% — 5 of 11,3 of 5 — 60%,71% — 5 of 7
207,Huesca,Real Madrid,35%,65%,261 of 349 — 75%,86% — 563 of 653,2 of 13 — 15%,39% — 7 of 18,5 of 7 — 71%,50% — 1 of 2
208,Elche,Villarreal,45%,55%,399 of 491 — 81%,85% — 506 of 598,2 of 8 — 25%,44% — 4 of 9,2 of 4 — 50%,0% — 0 of 2
209,Sevilla,Getafe,75%,25%,682 of 763 — 89%,64% — 160 of 250,5 of 18 — 28%,0% — 0 of 4,0 of 0 — %,40% — 2 of 5
210,Real Sociedad,Cádiz,74%,26%,657 of 739 — 89%,69% — 178 of 259,5 of 16 — 31%,50% — 1 of 2,0 of 1 — 0%,40% — 2 of 5
211,Athletic Club,Valencia,50%,50%,365 of 489 — 75%,77% — 372 of 484,2 of 11 — 18%,13% — 2 of 15,1 of 2 — 50%,100% — 2 of 2
212,Osasuna,Eibar,54%,46%,336 of 499 — 67%,67% — 289 of 430,4 of 12 — 33%,25% — 3 of 12,2 of 3 — 66%,50% — 2 of 4
213,Betis,Barcelona,37%,63%,351 of 430 — 82%,90% — 670 of 745,5 of 8 — 63%,33% — 4 of 12,2 of 4 — 50%,60% — 3 of 5
214,Atlético Madrid,Celta Vigo,46%,54%,360 of 473 — 76%,82% — 454 of 557,2 of 9 — 22%,29% — 2 of 7,0 of 2 — 0%,0% — 0 of 2
215,Real Madrid,Getafe,67%,33%,578 of 689 — 84%,66% — 219 of 334,4 of 14 — 29%,0% — 0 of 1,0 of 0 — %,50% — 2 of 4
216,Celta Vigo,Elche,50%,50%,347 of 455 — 76%,74% — 339 of 460,6 of 9 — 67%,29% — 2 of 7,1 of 2 — 50%,50% — 3 of 6
217,Granada,Atlético Madrid,40%,60%,203 of 327 — 62%,77% — 375 of 490,1 of 6 — 17%,40% — 4 of 10,2 of 4 — 50%,0% — 0 of 1
218,Sevilla,Huesca,65%,35%,492 of 581 — 85%,68% — 214 of 316,4 of 14 — 29%,56% — 5 of 9,5 of 5 — 100%,75% — 3 of 4
219,Eibar,Valladolid,54%,46%,290 of 439 — 66%,58% — 215 of 373,2 of 14 — 14%,0% — 0 of 4,0 of 0 — %,50% — 1 of 2
220,Barcelona,Alavés,73%,27%,814 of 899 — 91%,72% — 235 of 325,9 of 17 — 53%,33% — 2 of 6,1 of 2 — 50%,44% — 4 of 9
221,Getafe,Real Sociedad,44%,56%,222 of 354 — 63%,71% — 314 of 443,0 of 4 — 0%,67% — 2 of 3,1 of 2 — 50%,% — 0 of 0
222,Real Madrid,Valencia,61%,39%,628 of 694 — 90%,83% — 371 of 446,7 of 16 — 44%,25% — 1 of 4,1 of 1 — 100%,71% — 5 of 7
223,Levante,Osasuna,63%,37%,450 of 591 — 76%,62% — 218 of 354,3 of 12 — 25%,29% — 2 of 7,1 of 2 — 50%,100% — 3 of 3
224,Villarreal,Betis,56%,44%,443 of 552 — 80%,79% — 346 of 437,4 of 8 — 50%,27% — 4 of 15,2 of 4 — 50%,100% — 4 of 4
225,Cádiz,Athletic Club,43%,57%,286 of 389 — 74%,80% — 418 of 524,2 of 11 — 18%,54% — 7 of 13,3 of 7 — 42%,100% — 2 of 2
226,Levante,Atlético Madrid,36%,64%,280 of 368 — 76%,81% — 526 of 652,4 of 7 — 57%,43% — 6 of 14,5 of 6 — 83%,75% — 3 of 4
227,Betis,Getafe,63%,37%,437 of 559 — 78%,64% — 206 of 323,3 of 10 — 30%,17% — 1 of 6,1 of 1 — 100%,100% — 3 of 3
228,Elche,Eibar,48%,52%,287 of 412 — 70%,69% — 308 of 449,2 of 6 — 33%,23% — 3 of 13,3 of 3 — 100%,50% — 1 of 2
229,Atlético Madrid,Levante,56%,44%,425 of 523 — 81%,78% — 323 of 416,10 of 28 — 36%,17% — 1 of 6,0 of 1 — 0%,100% — 10 of 10
230,Valencia,Celta Vigo,57%,43%,421 of 533 — 79%,75% — 297 of 398,3 of 10 — 30%,40% — 2 of 5,2 of 2 — 100%,33% — 1 of 3
231,Valladolid,Real Madrid,36%,64%,231 of 337 — 69%,84% — 512 of 610,5 of 9 — 56%,20% — 2 of 10,1 of 2 — 50%,100% — 5 of 5
232,Barcelona,Cádiz,81%,19%,847 of 942 — 90%,56% — 125 of 225,3 of 19 — 16%,0% — 0 of 2,0 of 0 — %,100% — 3 of 3
233,Real Sociedad,Alavés,64%,36%,440 of 538 — 82%,71% — 214 of 302,4 of 8 — 50%,29% — 2 of 7,2 of 2 — 100%,0% — 0 of 4
234,Huesca,Granada,59%,41%,367 of 479 — 77%,68% — 226 of 332,6 of 14 — 43%,63% — 5 of 8,3 of 5 — 60%,66% — 4 of 6
235,Athletic Club,Villarreal,48%,52%,440 of 527 — 83%,83% — 465 of 561,8 of 18 — 44%,67% — 2 of 3,1 of 2 — 50%,87% — 7 of 8
236,Osasuna,Sevilla,41%,59%,311 of 422 — 74%,79% — 483 of 608,0 of 6 — 0%,50% — 5 of 10,3 of 5 — 60%,% — 0 of 0
237,Barcelona,Elche,65%,35%,715 of 796 — 90%,83% — 359 of 431,5 of 9 — 56%,17% — 1 of 6,1 of 1 — 100%,40% — 2 of 5
238,Levante,Athletic Club,45%,55%,331 of 430 — 77%,80% — 424 of 530,3 of 9 — 33%,40% — 4 of 10,4 of 4 — 100%,100% — 3 of 3
239,Eibar,Huesca,54%,46%,382 of 494 — 77%,68% — 293 of 428,3 of 17 — 18%,25% — 1 of 4,0 of 1 — 0%,66% — 2 of 3
240,Sevilla,Barcelona,45%,55%,427 of 516 — 83%,87% — 556 of 640,2 of 4 — 50%,56% — 5 of 9,3 of 5 — 60%,100% — 2 of 2
241,Alavés,Osasuna,53%,47%,272 of 402 — 68%,66% — 238 of 360,1 of 4 — 25%,33% — 2 of 6,1 of 2 — 50%,100% — 1 of 1
242,Getafe,Valencia,43%,57%,176 of 309 — 57%,68% — 279 of 408,4 of 15 — 27%,0% — 0 of 6,0 of 0 — %,25% — 1 of 4
243,Celta Vigo,Valladolid,65%,35%,449 of 558 — 80%,63% — 190 of 301,2 of 11 — 18%,43% — 3 of 7,2 of 3 — 66%,50% — 1 of 2
244,Cádiz,Betis,36%,64%,221 of 337 — 66%,83% — 509 of 612,3 of 5 — 60%,44% — 4 of 9,3 of 4 — 75%,100% — 3 of 3
245,Granada,Elche,43%,57%,210 of 329 — 64%,68% — 293 of 429,4 of 13 — 31%,33% — 4 of 12,3 of 4 — 75%,50% — 2 of 4
246,Villarreal,Atlético Madrid,63%,37%,551 of 654 — 84%,76% — 294 of 389,6 of 19 — 32%,83% — 5 of 6,4 of 5 — 80%,100% — 6 of 6
247,Real Madrid,Real Sociedad,59%,41%,541 of 628 — 86%,80% — 341 of 428,2 of 20 — 10%,33% — 2 of 6,1 of 2 — 50%,50% — 1 of 2
248,Valencia,Villarreal,53%,47%,419 of 503 — 83%,80% — 355 of 441,3 of 24 — 13%,44% — 4 of 9,4 of 4 — 100%,66% — 2 of 3
249,Valladolid,Getafe,50%,50%,201 of 347 — 58%,56% — 192 of 343,3 of 4 — 75%,22% — 2 of 9,1 of 2 — 50%,33% — 1 of 3
250,Elche,Sevilla,37%,63%,240 of 321 — 75%,85% — 460 of 541,3 of 6 — 50%,27% — 3 of 11,2 of 3 — 66%,33% — 1 of 3
251,Cádiz,Eibar,33%,67%,154 of 285 — 54%,74% — 428 of 580,2 of 6 — 33%,0% — 0 of 15,0 of 0 — %,50% — 1 of 2
252,Osasuna,Barcelona,37%,63%,355 of 451 — 79%,88% — 664 of 756,3 of 10 — 30%,46% — 6 of 13,4 of 6 — 66%,100% — 3 of 3
253,Huesca,Celta Vigo,51%,49%,342 of 464 — 74%,76% — 341 of 450,5 of 19 — 26%,70% — 7 of 10,3 of 7 — 42%,40% — 2 of 5
254,Atlético Madrid,Real Madrid,39%,61%,373 of 455 — 82%,86% — 602 of 697,5 of 11 — 45%,44% — 8 of 18,7 of 8 — 87%,80% — 4 of 5
255,Real Sociedad,Levante,54%,46%,349 of 455 — 77%,76% — 300 of 393,7 of 24 — 29%,17% — 1 of 6,1 of 1 — 100%,85% — 6 of 7
256,Athletic Club,Granada,49%,51%,325 of 458 — 71%,75% — 364 of 485,4 of 6 — 67%,23% — 3 of 13,2 of 3 — 66%,50% — 2 of 4
257,Betis,Alavés,76%,24%,622 of 723 — 86%,61% — 140 of 228,6 of 22 — 27%,75% — 3 of 4,1 of 3 — 33%,66% — 4 of 6
258,Atlético Madrid,Athletic Club,46%,54%,448 of 547 — 82%,82% — 517 of 633,4 of 10 — 40%,50% — 2 of 4,1 of 2 — 50%,75% — 3 of 4
259,Levante,Valencia,44%,56%,309 of 409 — 76%,80% — 415 of 517,3 of 11 — 27%,18% — 2 of 11,2 of 2 — 100%,66% — 2 of 3
260,Alavés,Cádiz,51%,49%,299 of 426 — 70%,68% — 276 of 406,1 of 8 — 13%,0% — 0 of 8,0 of 0 — %,100% — 1 of 1
261,Real Madrid,Elche,65%,35%,555 of 649 — 86%,72% — 255 of 352,4 of 17 — 24%,67% — 2 of 3,1 of 2 — 50%,50% — 2 of 4
262,Osasuna,Valladolid,53%,47%,290 of 439 — 66%,64% — 250 of 390,2 of 14 — 14%,17% — 2 of 12,2 of 2 — 100%,100% — 2 of 2
263,Getafe,Atlético Madrid,27%,73%,131 of 242 — 54%,82% — 529 of 645,2 of 11 — 18%,47% — 7 of 15,7 of 7 — 100%,100% — 2 of 2
264,Celta Vigo,Athletic Club,65%,35%,573 of 680 — 84%,69% — 252 of 366,3 of 12 — 25%,17% — 1 of 6,1 of 1 — 100%,100% — 3 of 3
265,Granada,Real Sociedad,33%,67%,163 of 258 — 63%,78% — 401 of 517,2 of 7 — 29%,14% — 1 of 7,1 of 1 — 100%,50% — 1 of 2
266,Eibar,Villarreal,59%,41%,448 of 569 — 79%,72% — 279 of 389,6 of 15 — 40%,62% — 8 of 13,5 of 8 — 62%,83% — 5 of 6
267,Sevilla,Betis,53%,47%,448 of 540 — 83%,78% — 382 of 487,3 of 9 — 33%,15% — 2 of 13,2 of 2 — 100%,66% — 2 of 3
268,Barcelona,Huesca,69%,31%,856 of 934 — 92%,82% — 346 of 421,5 of 12 — 42%,43% — 3 of 7,3 of 3 — 100%,20% — 1 of 5
269,Sevilla,Elche,66%,34%,650 of 731 — 89%,80% — 298 of 373,8 of 13 — 62%,45% — 5 of 11,5 of 5 — 100%,75% — 6 of 8
270,Betis,Levante,56%,44%,460 of 564 — 82%,75% — 338 of 449,6 of 15 — 40%,14% — 1 of 7,1 of 1 — 100%,66% — 4 of 6
271,Athletic Club,Eibar,56%,44%,434 of 567 — 77%,74% — 329 of 442,4 of 18 — 22%,50% — 2 of 4,1 of 2 — 50%,75% — 3 of 4
272,Celta Vigo,Real Madrid,51%,49%,441 of 529 — 83%,83% — 424 of 511,3 of 8 — 38%,25% — 4 of 16,1 of 4 — 25%,66% — 2 of 3
273,Huesca,Osasuna,56%,44%,358 of 500 — 72%,68% — 271 of 398,3 of 15 — 20%,29% — 2 of 7,2 of 2 — 100%,100% — 3 of 3
274,Valladolid,Sevilla,31%,69%,218 of 309 — 71%,86% — 578 of 673,1 of 2 — 50%,36% — 4 of 11,3 of 4 — 75%,100% — 1 of 1
275,Getafe,Elche,48%,52%,192 of 333 — 58%,58% — 209 of 360,4 of 11 — 36%,33% — 2 of 6,1 of 2 — 50%,75% — 3 of 4
276,Valencia,Granada,49%,51%,335 of 440 — 76%,74% — 336 of 457,8 of 18 — 44%,20% — 3 of 15,2 of 3 — 66%,75% — 6 of 8
277,Villarreal,Cádiz,57%,43%,441 of 522 — 84%,75% — 291 of 390,3 of 12 — 25%,33% — 3 of 9,2 of 3 — 66%,66% — 2 of 3
278,Atlético Madrid,Alavés,62%,38%,464 of 586 — 79%,67% — 241 of 362,4 of 8 — 50%,25% — 2 of 8,2 of 2 — 100%,75% — 3 of 4
279,Real Sociedad,Barcelona,31%,69%,281 of 353 — 80%,90% — 699 of 775,5 of 10 — 50%,71% — 10 of 14,4 of 10 — 40%,80% — 4 of 5
280,Levante,Huesca,62%,38%,484 of 598 — 81%,72% — 264 of 366,3 of 13 — 23%,33% — 2 of 6,0 of 2 — 0%,100% — 3 of 3
281,Granada,Villarreal,45%,55%,278 of 374 — 74%,83% — 374 of 451,2 of 5 — 40%,23% — 3 of 13,2 of 3 — 66%,100% — 2 of 2
282,Real Madrid,Eibar,63%,37%,579 of 669 — 87%,71% — 276 of 388,8 of 21 — 38%,40% — 4 of 10,4 of 4 — 100%,75% — 6 of 8
283,Osasuna,Getafe,58%,42%,296 of 449 — 66%,47% — 153 of 325,1 of 4 — 25%,33% — 2 of 6,2 of 2 — 100%,100% — 1 of 1
284,Alavés,Celta Vigo,54%,46%,317 of 422 — 75%,70% — 249 of 357,7 of 17 — 41%,75% — 6 of 8,3 of 6 — 50%,85% — 6 of 7
285,Elche,Betis,46%,54%,345 of 448 — 77%,84% — 431 of 516,3 of 7 — 43%,17% — 2 of 12,2 of 2 — 100%,66% — 2 of 3
286,Cádiz,Valencia,34%,66%,185 of 296 — 63%,82% — 479 of 586,2 of 6 — 33%,55% — 6 of 11,5 of 6 — 83%,0% — 0 of 2
287,Sevilla,Atlético Madrid,57%,43%,536 of 640 — 84%,76% — 371 of 490,4 of 17 — 24%,44% — 4 of 9,4 of 4 — 100%,75% — 3 of 4
288,Barcelona,Valladolid,68%,32%,654 of 739 — 88%,73% — 255 of 350,10 of 25 — 40%,29% — 2 of 7,2 of 2 — 100%,90% — 9 of 10
289,Real Sociedad,Athletic Club,51%,49%,381 of 476 — 80%,75% — 340 of 454,2 of 12 — 17%,18% — 2 of 11,1 of 2 — 50%,50% — 1 of 2
290,Huesca,Elche,34%,66%,213 of 300 — 71%,86% — 500 of 580,4 of 7 — 57%,25% — 2 of 8,2 of 2 — 100%,50% — 2 of 4
291,Getafe,Cádiz,57%,43%,318 of 479 — 66%,57% — 206 of 359,3 of 19 — 16%,38% — 3 of 8,3 of 3 — 100%,100% — 3 of 3
292,Athletic Club,Alavés,45%,55%,337 of 451 — 75%,77% — 433 of 559,4 of 11 — 36%,0% — 0 of 9,0 of 0 — %,100% — 4 of 4
293,Eibar,Levante,52%,48%,358 of 505 — 71%,72% — 334 of 465,4 of 10 — 40%,17% — 1 of 6,0 of 1 — 0%,100% — 4 of 4
294,Real Madrid,Barcelona,31%,69%,263 of 346 — 76%,89% — 673 of 759,3 of 14 — 21%,22% — 4 of 18,3 of 4 — 75%,33% — 1 of 3
295,Villarreal,Osasuna,68%,32%,512 of 633 — 81%,63% — 191 of 302,6 of 15 — 40%,33% — 4 of 12,2 of 4 — 50%,100% — 6 of 6
296,Valencia,Real Sociedad,41%,59%,234 of 322 — 73%,78% — 362 of 462,1 of 7 — 14%,31% — 5 of 16,3 of 5 — 60%,0% — 0 of 1
297,Valladolid,Granada,54%,46%,360 of 467 — 77%,72% — 285 of 398,2 of 6 — 33%,50% — 6 of 12,4 of 6 — 66%,100% — 2 of 2
298,Betis,Atlético Madrid,53%,47%,497 of 581 — 86%,80% — 405 of 506,4 of 8 — 50%,40% — 4 of 10,3 of 4 — 75%,75% — 3 of 4
299,Celta Vigo,Sevilla,42%,58%,300 of 396 — 76%,83% — 454 of 549,4 of 11 — 36%,46% — 6 of 13,2 of 6 — 33%,50% — 2 of 4
300,Real Sociedad,Sevilla,48%,52%,295 of 396 — 74%,78% — 331 of 422,2 of 5 — 40%,40% — 6 of 15,4 of 6 — 66%,50% — 1 of 2
301,Osasuna,Elche,48%,52%,303 of 405 — 75%,76% — 328 of 434,3 of 9 — 33%,25% — 2 of 8,2 of 2 — 100%,66% — 2 of 3
302,Atlético Madrid,Eibar,61%,39%,613 of 714 — 86%,77% — 357 of 466,7 of 10 — 70%,% — 0 of 0,0 of 0 — %,28% — 2 of 7
303,Alavés,Huesca,51%,49%,390 of 487 — 80%,77% — 362 of 468,2 of 10 — 20%,11% — 1 of 9,1 of 1 — 100%,50% — 1 of 2
304,Cádiz,Celta Vigo,24%,76%,146 of 252 — 58%,86% — 693 of 802,2 of 5 — 40%,36% — 4 of 11,4 of 4 — 100%,100% — 2 of 2
305,Betis,Valencia,56%,44%,459 of 544 — 84%,83% — 354 of 429,5 of 9 — 56%,25% — 2 of 8,1 of 2 — 50%,60% — 3 of 5
306,Levante,Villarreal,44%,56%,375 of 466 — 80%,86% — 504 of 589,3 of 12 — 25%,50% — 7 of 14,4 of 7 — 57%,66% — 2 of 3
307,Getafe,Real Madrid,42%,58%,289 of 413 — 70%,81% — 471 of 581,6 of 19 — 32%,10% — 1 of 10,1 of 1 — 100%,100% — 6 of 6
308,Osasuna,Valencia,45%,55%,299 of 410 — 73%,77% — 389 of 505,7 of 16 — 44%,50% — 5 of 10,4 of 5 — 80%,71% — 5 of 7
309,Levante,Sevilla,43%,57%,318 of 421 — 76%,82% — 466 of 566,1 of 6 — 17%,30% — 3 of 10,2 of 3 — 66%,100% — 1 of 1
310,Betis,Athletic Club,41%,59%,276 of 360 — 77%,83% — 439 of 526,2 of 6 — 33%,25% — 4 of 16,4 of 4 — 100%,100% — 2 of 2
311,Alavés,Villarreal,33%,67%,236 of 324 — 73%,85% — 560 of 656,4 of 9 — 44%,40% — 4 of 10,3 of 4 — 75%,50% — 2 of 4
312,Elche,Valladolid,46%,54%,264 of 354 — 75%,76% — 319 of 422,3 of 9 — 33%,33% — 4 of 12,3 of 4 — 75%,66% — 2 of 3
313,Cádiz,Real Madrid,39%,61%,310 of 415 — 75%,87% — 564 of 652,3 of 13 — 23%,23% — 3 of 13,1 of 3 — 33%,100% — 3 of 3
314,Atlético Madrid,Huesca,53%,47%,551 of 630 — 87%,87% — 489 of 562,12 of 17 — 71%,40% — 2 of 5,2 of 2 — 100%,83% — 10 of 12
315,Real Sociedad,Celta Vigo,41%,59%,246 of 350 — 70%,75% — 375 of 503,1 of 5 — 20%,30% — 3 of 10,2 of 3 — 66%,0% — 0 of 1
316,Granada,Eibar,36%,64%,187 of 292 — 64%,79% — 417 of 530,4 of 8 — 50%,19% — 3 of 16,2 of 3 — 66%,0% — 0 of 4
317,Barcelona,Getafe,80%,20%,878 of 974 — 90%,65% — 155 of 240,5 of 8 — 63%,0% — 0 of 4,0 of 0 — %,40% — 2 of 5
318,Elche,Levante,34%,66%,221 of 309 — 72%,83% — 491 of 589,3 of 8 — 38%,17% — 1 of 6,1 of 1 — 100%,66% — 2 of 3
319,Valladolid,Cádiz,60%,40%,339 of 440 — 77%,65% — 193 of 296,6 of 13 — 46%,33% — 2 of 6,1 of 2 — 50%,83% — 5 of 6
320,Valencia,Alavés,54%,46%,379 of 473 — 80%,73% — 293 of 403,2 of 9 — 22%,33% — 2 of 6,1 of 2 — 50%,50% — 1 of 2
321,Real Madrid,Betis,57%,43%,572 of 669 — 86%,82% — 407 of 495,5 of 17 — 29%,33% — 2 of 6,2 of 2 — 100%,100% — 5 of 5
322,Huesca,Getafe,68%,32%,453 of 562 — 81%,60% — 160 of 265,1 of 8 — 13%,67% — 4 of 6,2 of 4 — 50%,100% — 1 of 1
323,Villarreal,Barcelona,44%,56%,401 of 485 — 83%,88% — 549 of 623,4 of 10 — 40%,33% — 5 of 15,3 of 5 — 60%,75% — 3 of 4
324,Celta Vigo,Osasuna,49%,51%,273 of 401 — 68%,63% — 266 of 422,2 of 7 — 29%,18% — 2 of 11,2 of 2 — 100%,0% — 0 of 2
325,Sevilla,Granada,64%,36%,489 of 604 — 81%,65% — 221 of 339,3 of 9 — 33%,33% — 1 of 3,1 of 1 — 100%,66% — 2 of 3
326,Athletic Club,Atlético Madrid,38%,62%,278 of 369 — 75%,82% — 489 of 593,3 of 11 — 27%,21% — 3 of 14,2 of 3 — 66%,33% — 1 of 3
327,Eibar,Real Sociedad,53%,47%,384 of 521 — 74%,71% — 321 of 455,5 of 14 — 36%,40% — 2 of 5,1 of 2 — 50%,100% — 5 of 5
328,Athletic Club,Valladolid,51%,49%,377 of 490 — 77%,76% — 352 of 465,7 of 13 — 54%,29% — 4 of 14,2 of 4 — 50%,71% — 5 of 7
329,Barcelona,Granada,81%,19%,815 of 909 — 90%,63% — 131 of 208,4 of 16 — 25%,40% — 2 of 5,0 of 2 — 0%,75% — 3 of 4
330,Celta Vigo,Levante,54%,46%,348 of 474 — 73%,71% — 289 of 407,5 of 8 — 63%,20% — 2 of 10,2 of 2 — 100%,60% — 3 of 5
331,Eibar,Alavés,45%,55%,221 of 361 — 61%,70% — 307 of 439,4 of 15 — 27%,33% — 2 of 6,2 of 2 — 100%,25% — 1 of 4
332,Elche,Atlético Madrid,50%,50%,367 of 453 — 81%,81% — 361 of 447,1 of 5 — 20%,36% — 4 of 11,3 of 4 — 75%,100% — 1 of 1
333,Huesca,Real Sociedad,47%,53%,285 of 395 — 72%,76% — 344 of 452,3 of 10 — 30%,43% — 3 of 7,3 of 3 — 100%,100% — 3 of 3
334,Real Madrid,Osasuna,65%,35%,637 of 727 — 88%,73% — 285 of 390,6 of 22 — 27%,67% — 2 of 3,2 of 2 — 100%,66% — 4 of 6
335,Valladolid,Betis,45%,55%,328 of 432 — 76%,82% — 431 of 525,2 of 10 — 20%,36% — 4 of 11,3 of 4 — 75%,50% — 1 of 2
336,Villarreal,Getafe,65%,35%,472 of 594 — 79%,59% — 186 of 313,3 of 4 — 75%,20% — 3 of 15,3 of 3 — 100%,66% — 2 of 3
