,home,away,posesión_home,posesión_away,pases_home,pases_away,disparos_home,disparos_away,salvadas_home,salvadas_away
0,Valencia,Getafe,27%,73%,130 of 201 — 65%,83% — 446 of 537,1 of 3 — 33%,18% — 4 of 22,4 of 4 — 100%,100% — 1 of 1
1,Mallorca,Betis,35%,65%,240 of 324 — 74%,87% — 521 of 601,2 of 6 — 33%,0% — 0 of 9,0 of 0 — %,50% — 1 of 2
2,Cádiz,Levante,43%,57%,248 of 355 — 70%,81% — 376 of 464,2 of 7 — 29%,25% — 3 of 12,2 of 3 — 66%,50% — 1 of 2
3,Alavés,Real Madrid,42%,58%,360 of 439 — 82%,88% — 541 of 618,3 of 10 — 30%,37% — 7 of 19,3 of 7 — 42%,100% — 3 of 3
4,Osasuna,Espanyol,53%,47%,319 of 446 — 72%,68% — 273 of 399,1 of 14 — 7%,30% — 3 of 10,3 of 3 — 100%,100% — 1 of 1
5,Celta Vigo,Atlético Madrid,53%,47%,426 of 526 — 81%,78% — 367 of 469,1 of 9 — 11%,31% — 4 of 13,2 of 4 — 50%,100% — 1 of 1
6,Barcelona,Real Sociedad,62%,38%,516 of 590 — 87%,77% — 280 of 366,8 of 13 — 62%,27% — 3 of 11,1 of 3 — 33%,50% — 4 of 8
7,Sevilla,Rayo Vallecano,74%,26%,722 of 787 — 92%,72% — 197 of 275,7 of 20 — 35%,75% — 3 of 4,3 of 3 — 100%,71% — 5 of 7
8,Villarreal,Granada,61%,39%,425 of 525 — 81%,74% — 250 of 340,3 of 14 — 21%,17% — 1 of 6,1 of 1 — 100%,100% — 3 of 3
9,Elche,Athletic Club,51%,49%,332 of 428 — 78%,75% — 313 of 416,2 of 8 — 25%,33% — 3 of 9,3 of 3 — 100%,100% — 2 of 2
10,Betis,Cádiz,73%,27%,610 of 693 — 88%,59% — 152 of 258,7 of 16 — 44%,29% — 2 of 7,2 of 2 — 100%,85% — 6 of 7
11,Alavés,Mallorca,46%,54%,253 of 349 — 72%,76% — 311 of 407,4 of 9 — 44%,17% — 2 of 12,1 of 2 — 50%,100% — 4 of 4
12,Espanyol,Villarreal,41%,59%,241 of 322 — 75%,85% — 397 of 465,3 of 14 — 21%,17% — 2 of 12,2 of 2 — 100%,100% — 3 of 3
13,Granada,Valencia,47%,53%,191 of 323 — 59%,66% — 240 of 361,2 of 9 — 22%,29% — 5 of 17,5 of 5 — 100%,50% — 1 of 2
14,Athletic Club,Barcelona,33%,67%,219 of 317 — 69%,85% — 545 of 638,6 of 16 — 38%,33% — 3 of 9,2 of 3 — 66%,83% — 5 of 6
15,Real Sociedad,Rayo Vallecano,61%,39%,393 of 480 — 82%,73% — 223 of 304,7 of 12 — 58%,11% — 1 of 9,1 of 1 — 100%,100% — 7 of 7
16,Atlético Madrid,Elche,43%,57%,381 of 459 — 83%,87% — 539 of 618,4 of 8 — 50%,50% — 2 of 4,2 of 2 — 100%,75% — 3 of 4
17,Levante,Real Madrid,39%,61%,304 of 387 — 79%,86% — 521 of 608,4 of 8 — 50%,25% — 5 of 20,2 of 5 — 40%,25% — 1 of 4
18,Getafe,Sevilla,40%,60%,252 of 356 — 71%,82% — 443 of 540,0 of 12 — 0%,33% — 3 of 9,2 of 3 — 66%,% — 0 of 0
19,Osasuna,Celta Vigo,47%,53%,350 of 488 — 72%,75% — 418 of 561,6 of 14 — 43%,0% — 0 of 4,0 of 0 — %,100% — 6 of 6
20,Mallorca,Espanyol,48%,52%,299 of 390 — 77%,79% — 333 of 424,6 of 12 — 50%,38% — 3 of 8,3 of 3 — 100%,83% — 5 of 6
21,Valencia,Alavés,49%,51%,299 of 400 — 75%,74% — 309 of 420,4 of 9 — 44%,22% — 2 of 9,2 of 2 — 100%,25% — 1 of 4
22,Celta Vigo,Athletic Club,62%,38%,428 of 582 — 74%,60% — 213 of 355,0 of 13 — 0%,33% — 2 of 6,1 of 2 — 50%,% — 0 of 0
23,Real Sociedad,Levante,51%,49%,405 of 491 — 82%,80% — 376 of 469,2 of 7 — 29%,0% — 0 of 6,0 of 0 — %,50% — 1 of 2
24,Elche,Sevilla,30%,70%,192 of 297 — 65%,86% — 609 of 705,4 of 7 — 57%,28% — 5 of 18,4 of 5 — 80%,75% — 3 of 4
25,Betis,Real Madrid,50%,50%,450 of 556 — 81%,81% — 442 of 547,6 of 12 — 50%,23% — 3 of 13,2 of 3 — 66%,100% — 6 of 6
26,Barcelona,Getafe,66%,34%,613 of 721 — 85%,73% — 266 of 365,3 of 7 — 43%,38% — 3 of 8,2 of 3 — 66%,33% — 1 of 3
27,Rayo Vallecano,Granada,47%,53%,271 of 386 — 70%,71% — 306 of 430,5 of 18 — 28%,33% — 3 of 9,3 of 3 — 100%,40% — 2 of 5
28,Cádiz,Osasuna,28%,72%,148 of 264 — 56%,79% — 537 of 677,2 of 6 — 33%,17% — 2 of 12,1 of 2 — 50%,50% — 1 of 2
29,Atlético Madrid,Villarreal,49%,51%,394 of 480 — 82%,83% — 412 of 499,3 of 23 — 13%,100% — 2 of 2,0 of 2 — 0%,66% — 2 of 3
30,Levante,Rayo Vallecano,45%,55%,271 of 367 — 74%,80% — 355 of 446,1 of 6 — 17%,27% — 6 of 22,5 of 6 — 83%,100% — 1 of 1
31,Athletic Club,Mallorca,49%,51%,306 of 427 — 72%,75% — 334 of 443,5 of 19 — 26%,14% — 1 of 7,1 of 1 — 100%,60% — 3 of 5
32,Espanyol,Atlético Madrid,42%,58%,320 of 409 — 78%,82% — 468 of 570,3 of 9 — 33%,23% — 3 of 13,1 of 3 — 33%,66% — 2 of 3
33,Osasuna,Valencia,58%,42%,347 of 474 — 73%,65% — 229 of 350,2 of 11 — 18%,40% — 4 of 10,1 of 4 — 25%,50% — 1 of 2
34,Cádiz,Real Sociedad,24%,76%,121 of 215 — 56%,85% — 584 of 687,1 of 6 — 17%,20% — 3 of 15,2 of 3 — 66%,100% — 1 of 1
35,Real Madrid,Celta Vigo,60%,40%,571 of 662 — 86%,80% — 356 of 443,10 of 14 — 71%,36% — 4 of 11,3 of 4 — 75%,60% — 6 of 10
36,Getafe,Elche,56%,44%,456 of 574 — 79%,76% — 343 of 450,1 of 10 — 10%,38% — 3 of 8,2 of 3 — 66%,100% — 1 of 1
37,Granada,Betis,43%,57%,305 of 409 — 75%,81% — 434 of 533,2 of 11 — 18%,47% — 9 of 19,7 of 9 — 77%,50% — 1 of 2
38,Celta Vigo,Cádiz,77%,23%,605 of 755 — 80%,47% — 107 of 230,4 of 14 — 29%,33% — 2 of 6,0 of 2 — 0%,75% — 3 of 4
39,Rayo Vallecano,Getafe,50%,50%,265 of 363 — 73%,63% — 229 of 364,4 of 10 — 40%,17% — 2 of 12,2 of 2 — 100%,50% — 2 of 4
40,Atlético Madrid,Athletic Club,55%,45%,443 of 545 — 81%,76% — 339 of 446,2 of 14 — 14%,0% — 0 of 6,0 of 0 — %,100% — 2 of 2
41,Elche,Levante,54%,46%,402 of 483 — 83%,79% — 327 of 416,2 of 9 — 22%,55% — 6 of 11,5 of 6 — 83%,50% — 1 of 2
42,Alavés,Osasuna,55%,45%,354 of 508 — 70%,65% — 267 of 413,3 of 8 — 38%,33% — 4 of 12,3 of 4 — 75%,100% — 3 of 3
43,Mallorca,Villarreal,35%,65%,216 of 311 — 69%,84% — 489 of 585,1 of 10 — 10%,27% — 3 of 11,3 of 3 — 100%,100% — 1 of 1
44,Real Sociedad,Sevilla,47%,53%,304 of 397 — 77%,79% — 348 of 442,3 of 10 — 30%,36% — 4 of 11,4 of 4 — 100%,100% — 3 of 3
45,Betis,Espanyol,59%,41%,441 of 521 — 85%,75% — 272 of 361,9 of 23 — 39%,36% — 4 of 11,2 of 4 — 50%,88% — 8 of 9
46,Valencia,Real Madrid,39%,61%,274 of 369 — 74%,87% — 502 of 580,4 of 12 — 33%,56% — 10 of 18,8 of 10 — 80%,75% — 3 of 4
47,Barcelona,Granada,76%,24%,611 of 711 — 86%,63% — 137 of 219,6 of 17 — 35%,40% — 2 of 5,1 of 2 — 50%,83% — 5 of 6
48,Getafe,Atlético Madrid,32%,68%,170 of 288 — 59%,78% — 479 of 616,1 of 7 — 14%,33% — 4 of 12,2 of 4 — 50%,100% — 1 of 1
49,Levante,Celta Vigo,46%,54%,293 of 412 — 71%,75% — 369 of 492,1 of 5 — 20%,50% — 2 of 4,0 of 2 — 0%,100% — 1 of 1
50,Athletic Club,Rayo Vallecano,47%,53%,303 of 431 — 70%,75% — 368 of 489,1 of 8 — 13%,38% — 3 of 8,1 of 3 — 33%,100% — 1 of 1
51,Sevilla,Valencia,58%,42%,375 of 473 — 79%,75% — 255 of 342,5 of 11 — 45%,38% — 3 of 8,2 of 3 — 66%,40% — 2 of 5
52,Espanyol,Alavés,53%,47%,372 of 472 — 79%,73% — 307 of 420,1 of 9 — 11%,29% — 2 of 7,2 of 2 — 100%,100% — 1 of 1
53,Real Madrid,Mallorca,59%,41%,498 of 571 — 87%,83% — 330 of 398,11 of 18 — 61%,29% — 5 of 17,4 of 5 — 80%,45% — 5 of 11
54,Villarreal,Elche,60%,40%,486 of 584 — 83%,73% — 287 of 391,9 of 14 — 64%,33% — 3 of 9,2 of 3 — 66%,55% — 5 of 9
55,Osasuna,Betis,49%,51%,313 of 439 — 71%,75% — 344 of 460,3 of 11 — 27%,56% — 9 of 16,6 of 9 — 66%,66% — 2 of 3
56,Granada,Real Sociedad,39%,61%,227 of 331 — 69%,81% — 417 of 518,1 of 9 — 11%,55% — 11 of 20,8 of 11 — 72%,0% — 0 of 1
57,Cádiz,Barcelona,33%,67%,229 of 335 — 68%,85% — 581 of 686,3 of 13 — 23%,33% — 2 of 6,2 of 2 — 100%,100% — 3 of 3
58,Alavés,Atlético Madrid,30%,70%,168 of 268 — 63%,82% — 521 of 638,1 of 7 — 14%,8% — 1 of 13,1 of 1 — 100%,0% — 0 of 1
59,Valencia,Athletic Club,52%,48%,295 of 421 — 70%,67% — 258 of 387,6 of 13 — 46%,33% — 4 of 12,3 of 4 — 75%,83% — 5 of 6
60,Sevilla,Espanyol,54%,46%,434 of 524 — 83%,78% — 353 of 450,5 of 12 — 42%,15% — 2 of 13,2 of 2 — 100%,60% — 3 of 5
61,Real Madrid,Villarreal,48%,52%,467 of 543 — 86%,87% — 506 of 581,2 of 15 — 13%,33% — 2 of 6,2 of 2 — 100%,100% — 2 of 2
62,Mallorca,Osasuna,55%,45%,307 of 410 — 75%,65% — 223 of 341,8 of 17 — 47%,55% — 6 of 11,3 of 6 — 50%,75% — 6 of 8
63,Barcelona,Levante,70%,30%,650 of 731 — 89%,73% — 232 of 320,11 of 19 — 58%,33% — 2 of 6,2 of 2 — 100%,81% — 9 of 11
64,Rayo Vallecano,Cádiz,58%,42%,365 of 489 — 75%,59% — 209 of 352,6 of 13 — 46%,17% — 1 of 6,0 of 1 — 0%,50% — 3 of 6
65,Real Sociedad,Elche,63%,37%,487 of 581 — 84%,72% — 245 of 339,4 of 18 — 22%,40% — 2 of 5,2 of 2 — 100%,75% — 3 of 4
66,Betis,Getafe,52%,48%,395 of 498 — 79%,77% — 356 of 463,5 of 20 — 25%,38% — 3 of 8,3 of 3 — 100%,60% — 3 of 5
67,Celta Vigo,Granada,72%,28%,531 of 644 — 82%,55% — 135 of 247,4 of 13 — 31%,57% — 4 of 7,4 of 4 — 100%,75% — 3 of 4
68,Athletic Club,Alavés,55%,45%,374 of 482 — 78%,73% — 283 of 389,4 of 15 — 27%,29% — 5 of 17,5 of 5 — 100%,75% — 3 of 4
69,Osasuna,Rayo Vallecano,51%,49%,313 of 448 — 70%,71% — 311 of 435,3 of 7 — 43%,0% — 0 of 7,0 of 0 — %,66% — 2 of 3
70,Mallorca,Levante,52%,48%,305 of 395 — 77%,76% — 273 of 359,7 of 11 — 64%,20% — 1 of 5,1 of 1 — 100%,85% — 6 of 7
71,Cádiz,Valencia,33%,67%,161 of 285 — 56%,80% — 470 of 588,1 of 2 — 50%,25% — 4 of 16,4 of 4 — 100%,100% — 1 of 1
72,Atlético Madrid,Barcelona,30%,70%,240 of 326 — 74%,87% — 671 of 769,3 of 6 — 50%,22% — 2 of 9,2 of 2 — 100%,33% — 1 of 3
73,Elche,Celta Vigo,45%,55%,259 of 367 — 71%,75% — 333 of 443,4 of 12 — 33%,10% — 1 of 10,1 of 1 — 100%,75% — 3 of 4
74,Espanyol,Real Madrid,35%,65%,272 of 341 — 80%,87% — 548 of 631,4 of 8 — 50%,22% — 4 of 18,3 of 4 — 75%,50% — 2 of 4
75,Getafe,Real Sociedad,38%,62%,187 of 318 — 59%,74% — 375 of 509,2 of 9 — 22%,50% — 5 of 10,4 of 5 — 80%,50% — 1 of 2
76,Villarreal,Betis,58%,42%,527 of 609 — 87%,79% — 349 of 442,4 of 11 — 36%,30% — 3 of 10,3 of 3 — 100%,50% — 2 of 4
77,Granada,Sevilla,32%,68%,222 of 322 — 69%,84% — 583 of 694,1 of 3 — 33%,21% — 3 of 14,3 of 3 — 100%,0% — 0 of 1
78,Levante,Getafe,53%,47%,406 of 505 — 80%,75% — 338 of 453,2 of 6 — 33%,29% — 4 of 14,4 of 4 — 100%,100% — 2 of 2
79,Real Sociedad,Mallorca,50%,50%,332 of 415 — 80%,76% — 322 of 422,2 of 10 — 20%,14% — 1 of 7,1 of 1 — 100%,50% — 1 of 2
80,Rayo Vallecano,Elche,52%,48%,304 of 429 — 71%,70% — 274 of 389,4 of 10 — 40%,43% — 3 of 7,2 of 3 — 66%,50% — 2 of 4
81,Celta Vigo,Sevilla,46%,54%,349 of 458 — 76%,81% — 426 of 528,3 of 14 — 21%,25% — 2 of 8,1 of 2 — 50%,100% — 3 of 3
82,Villarreal,Osasuna,72%,28%,589 of 689 — 85%,61% — 164 of 271,6 of 11 — 55%,33% — 2 of 6,0 of 2 — 0%,83% — 5 of 6
83,Barcelona,Valencia,60%,40%,500 of 576 — 87%,78% — 299 of 385,4 of 11 — 36%,33% — 3 of 9,2 of 3 — 66%,50% — 2 of 4
84,Alavés,Betis,37%,63%,265 of 361 — 73%,85% — 521 of 614,2 of 14 — 14%,21% — 4 of 19,3 of 4 — 75%,100% — 2 of 2
85,Espanyol,Cádiz,54%,46%,412 of 510 — 81%,76% — 327 of 431,6 of 14 — 43%,15% — 2 of 13,2 of 2 — 100%,66% — 4 of 6
86,Osasuna,Granada,42%,58%,234 of 345 — 68%,74% — 345 of 468,5 of 17 — 29%,44% — 4 of 9,3 of 4 — 75%,80% — 4 of 5
87,Valencia,Mallorca,73%,27%,464 of 588 — 79%,63% — 139 of 222,5 of 20 — 25%,44% — 4 of 9,3 of 4 — 75%,60% — 3 of 5
88,Cádiz,Alavés,61%,39%,418 of 550 — 76%,68% — 237 of 350,3 of 23 — 13%,43% — 3 of 7,2 of 3 — 66%,100% — 3 of 3
89,Elche,Espanyol,57%,43%,515 of 595 — 87%,82% — 363 of 445,7 of 12 — 58%,35% — 7 of 20,5 of 7 — 71%,71% — 5 of 7
90,Athletic Club,Villarreal,52%,48%,411 of 499 — 82%,85% — 396 of 467,5 of 12 — 42%,27% — 3 of 11,2 of 3 — 66%,80% — 4 of 5
91,Sevilla,Levante,60%,40%,513 of 603 — 85%,83% — 328 of 397,11 of 18 — 61%,58% — 7 of 12,4 of 7 — 57%,54% — 6 of 11
92,Barcelona,Real Madrid,51%,49%,440 of 519 — 85%,83% — 407 of 490,2 of 12 — 17%,50% — 5 of 10,3 of 5 — 60%,50% — 1 of 2
93,Betis,Rayo Vallecano,46%,54%,347 of 432 — 80%,83% — 419 of 507,4 of 10 — 40%,21% — 3 of 14,1 of 3 — 33%,50% — 2 of 4
94,Atlético Madrid,Real Sociedad,56%,44%,472 of 567 — 83%,79% — 349 of 441,3 of 16 — 19%,50% — 4 of 8,2 of 4 — 50%,66% — 2 of 3
95,Getafe,Celta Vigo,35%,65%,270 of 362 — 75%,84% — 570 of 678,2 of 11 — 18%,50% — 8 of 16,5 of 8 — 62%,100% — 2 of 2
96,Alavés,Elche,38%,62%,264 of 347 — 76%,80% — 448 of 559,5 of 16 — 31%,25% — 1 of 4,1 of 1 — 100%,80% — 4 of 5
97,Espanyol,Athletic Club,46%,54%,340 of 425 — 80%,82% — 416 of 505,2 of 13 — 15%,26% — 6 of 23,5 of 6 — 83%,100% — 2 of 2
98,Villarreal,Cádiz,76%,24%,594 of 712 — 83%,56% — 127 of 225,5 of 14 — 36%,44% — 4 of 9,1 of 4 — 25%,40% — 2 of 5
99,Rayo Vallecano,Barcelona,32%,68%,210 of 305 — 69%,86% — 553 of 643,3 of 12 — 25%,0% — 0 of 15,0 of 0 — %,66% — 2 of 3
100,Mallorca,Sevilla,31%,69%,202 of 294 — 69%,86% — 568 of 658,4 of 11 — 36%,30% — 3 of 10,2 of 3 — 66%,75% — 3 of 4
101,Betis,Valencia,60%,40%,332 of 442 — 75%,62% — 178 of 289,8 of 13 — 62%,40% — 4 of 10,3 of 4 — 75%,62% — 5 of 8
102,Real Madrid,Osasuna,74%,26%,683 of 794 — 86%,67% — 186 of 277,3 of 17 — 18%,0% — 0 of 7,0 of 0 — %,100% — 3 of 3
103,Celta Vigo,Real Sociedad,58%,42%,462 of 579 — 80%,75% — 318 of 424,6 of 14 — 43%,36% — 4 of 11,2 of 4 — 50%,100% — 6 of 6
104,Granada,Getafe,75%,25%,521 of 646 — 81%,56% — 122 of 216,3 of 17 — 18%,67% — 4 of 6,3 of 4 — 75%,66% — 2 of 3
105,Levante,Atlético Madrid,36%,64%,267 of 355 — 75%,85% — 546 of 641,1 of 8 — 13%,43% — 3 of 7,1 of 3 — 33%,100% — 1 of 1
106,Elche,Real Madrid,44%,56%,407 of 485 — 84%,89% — 550 of 620,4 of 13 — 31%,29% — 5 of 17,3 of 5 — 60%,75% — 3 of 4
107,Sevilla,Osasuna,63%,37%,453 of 568 — 80%,60% — 196 of 329,4 of 16 — 25%,30% — 3 of 10,3 of 3 — 100%,50% — 2 of 4
108,Valencia,Villarreal,26%,74%,118 of 213 — 55%,83% — 499 of 601,1 of 8 — 13%,9% — 1 of 11,1 of 1 — 100%,0% — 0 of 1
109,Barcelona,Alavés,79%,21%,773 of 876 — 88%,64% — 147 of 230,5 of 16 — 31%,67% — 2 of 3,1 of 2 — 50%,80% — 4 of 5
110,Cádiz,Mallorca,44%,56%,237 of 344 — 69%,76% — 331 of 438,1 of 12 — 8%,45% — 5 of 11,4 of 5 — 80%,100% — 1 of 1
111,Atlético Madrid,Betis,48%,52%,398 of 492 — 81%,83% — 447 of 540,9 of 18 — 50%,13% — 1 of 8,1 of 1 — 100%,77% — 7 of 9
112,Getafe,Espanyol,44%,56%,257 of 345 — 74%,75% — 334 of 447,7 of 12 — 58%,30% — 3 of 10,2 of 3 — 66%,71% — 5 of 7
113,Real Sociedad,Athletic Club,54%,46%,409 of 496 — 82%,77% — 327 of 427,2 of 7 — 29%,45% — 5 of 11,4 of 5 — 80%,100% — 2 of 2
114,Rayo Vallecano,Celta Vigo,53%,47%,290 of 415 — 70%,64% — 235 of 368,5 of 11 — 45%,40% — 4 of 10,4 of 4 — 100%,100% — 5 of 5
115,Levante,Granada,48%,52%,345 of 457 — 75%,77% — 379 of 492,3 of 12 — 25%,50% — 6 of 12,3 of 6 — 50%,100% — 3 of 3
116,Athletic Club,Cádiz,70%,30%,516 of 645 — 80%,55% — 150 of 275,4 of 15 — 27%,50% — 4 of 8,3 of 4 — 75%,100% — 4 of 4
117,Espanyol,Granada,43%,57%,322 of 394 — 82%,82% — 426 of 521,6 of 17 — 35%,28% — 5 of 18,5 of 5 — 100%,66% — 4 of 6
118,Celta Vigo,Barcelona,52%,48%,461 of 564 — 82%,85% — 436 of 512,4 of 18 — 22%,60% — 6 of 10,3 of 6 — 50%,25% — 1 of 4
119,Alavés,Levante,60%,40%,359 of 487 — 74%,68% — 218 of 319,2 of 9 — 22%,58% — 7 of 12,6 of 7 — 85%,50% — 1 of 2
120,Real Madrid,Rayo Vallecano,54%,46%,519 of 597 — 87%,86% — 433 of 504,6 of 15 — 40%,32% — 6 of 19,5 of 6 — 83%,66% — 4 of 6
121,Villarreal,Getafe,66%,34%,568 of 683 — 83%,69% — 237 of 345,4 of 10 — 40%,40% — 2 of 5,2 of 2 — 100%,75% — 3 of 4
122,Valencia,Atlético Madrid,48%,52%,346 of 468 — 74%,79% — 400 of 505,5 of 11 — 45%,54% — 7 of 13,4 of 7 — 57%,60% — 3 of 5
123,Osasuna,Real Sociedad,44%,56%,326 of 424 — 77%,83% — 454 of 549,2 of 6 — 33%,25% — 2 of 8,1 of 2 — 50%,100% — 2 of 2
124,Mallorca,Elche,52%,48%,334 of 430 — 78%,74% — 289 of 393,5 of 17 — 29%,29% — 2 of 7,0 of 2 — 0%,80% — 4 of 5
125,Betis,Sevilla,26%,74%,189 of 281 — 67%,88% — 713 of 806,1 of 8 — 13%,17% — 2 of 12,1 of 2 — 50%,100% — 1 of 1
126,Levante,Athletic Club,49%,51%,345 of 476 — 72%,73% — 365 of 502,2 of 15 — 13%,29% — 2 of 7,2 of 2 — 100%,100% — 2 of 2
