,home,away,posesión_home,posesión_away,pases_home,pases_away,disparos_home,disparos_away,salvadas_home,salvadas_away
166,Almería,Atlético Madrid,55%,45%,482 of 587 — 82%,76% — 361 of 475,3 of 14 — 21%,50% — 6 of 12,5 of 6 — 83%,66% — 2 of 3
167,Cádiz,Elche,50%,50%,311 of 435 — 71%,76% — 328 of 434,3 of 16 — 19%,42% — 5 of 12,4 of 5 — 80%,66% — 2 of 3
168,Mallorca,Celta Vigo,42%,58%,330 of 437 — 76%,82% — 490 of 598,3 of 8 — 38%,30% — 3 of 10,3 of 3 — 100%,66% — 2 of 3
169,Rayo Vallecano,Real Sociedad,54%,46%,388 of 534 — 73%,71% — 318 of 449,2 of 14 — 14%,58% — 7 of 12,5 of 7 — 71%,100% — 2 of 2
170,Espanyol,Betis,31%,69%,201 of 300 — 67%,87% — 575 of 663,2 of 8 — 25%,23% — 3 of 13,3 of 3 — 100%,50% — 1 of 2
171,Atlético Madrid,Valladolid,47%,53%,458 of 549 — 83%,84% — 508 of 608,8 of 18 — 44%,14% — 1 of 7,1 of 1 — 100%,62% — 5 of 8
172,Sevilla,Cádiz,75%,25%,633 of 744 — 85%,63% — 159 of 251,7 of 16 — 44%,25% — 1 of 4,1 of 1 — 100%,100% — 7 of 7
173,Villarreal,Girona,68%,32%,562 of 648 — 87%,70% — 209 of 298,7 of 17 — 41%,13% — 1 of 8,1 of 1 — 100%,100% — 7 of 7
174,Elche,Osasuna,44%,56%,237 of 377 — 63%,73% — 353 of 486,4 of 13 — 31%,50% — 4 of 8,3 of 4 — 75%,75% — 3 of 4
175,Barcelona,Getafe,67%,33%,737 of 852 — 87%,77% — 319 of 415,4 of 8 — 50%,43% — 3 of 7,3 of 3 — 100%,75% — 3 of 4
176,Athletic Club,Real Madrid,51%,49%,406 of 515 — 79%,85% — 419 of 493,3 of 18 — 17%,40% — 4 of 10,2 of 4 — 50%,100% — 3 of 3
177,Valencia,Almería,57%,43%,418 of 543 — 77%,72% — 295 of 410,6 of 16 — 38%,23% — 3 of 13,1 of 3 — 33%,66% — 4 of 6
178,Almería,Espanyol,56%,44%,354 of 465 — 76%,67% — 242 of 362,7 of 19 — 37%,50% — 3 of 6,2 of 3 — 66%,57% — 4 of 7
179,Cádiz,Mallorca,43%,57%,252 of 386 — 65%,76% — 395 of 522,3 of 10 — 30%,22% — 2 of 9,2 of 2 — 100%,66% — 2 of 3
180,Girona,Barcelona,41%,59%,350 of 436 — 80%,85% — 528 of 621,2 of 8 — 25%,38% — 3 of 8,2 of 3 — 66%,100% — 2 of 2
181,Sevilla,Elche,80%,20%,767 of 853 — 90%,64% — 137 of 215,8 of 22 — 36%,17% — 1 of 6,1 of 1 — 100%,62% — 5 of 8
182,Getafe,Betis,39%,61%,279 of 397 — 70%,82% — 512 of 627,1 of 6 — 17%,8% — 1 of 12,1 of 1 — 100%,100% — 1 of 1
183,Valladolid,Valencia,52%,48%,355 of 451 — 79%,75% — 309 of 411,6 of 13 — 46%,13% — 2 of 15,2 of 2 — 100%,83% — 5 of 6
184,Osasuna,Atlético Madrid,52%,48%,443 of 551 — 80%,79% — 408 of 518,4 of 14 — 29%,38% — 5 of 13,4 of 5 — 80%,100% — 4 of 4
185,Celta Vigo,Athletic Club,49%,51%,344 of 455 — 76%,75% — 353 of 470,3 of 9 — 33%,0% — 0 of 5,0 of 0 — %,66% — 2 of 3
186,Real Madrid,Real Sociedad,61%,39%,617 of 708 — 87%,83% — 374 of 449,7 of 20 — 35%,38% — 3 of 8,3 of 3 — 100%,100% — 7 of 7
187,Villarreal,Rayo Vallecano,62%,38%,458 of 578 — 79%,74% — 266 of 359,3 of 12 — 25%,27% — 3 of 11,2 of 3 — 66%,100% — 3 of 3
188,Betis,Barcelona,37%,63%,306 of 396 — 77%,86% — 587 of 680,1 of 5 — 20%,23% — 3 of 13,1 of 3 — 33%,100% — 1 of 1
189,Real Madrid,Valencia,70%,30%,704 of 779 — 90%,78% — 257 of 329,7 of 19 — 37%,0% — 0 of 4,0 of 0 — %,71% — 5 of 7
190,Athletic Club,Cádiz,42%,58%,314 of 389 — 81%,81% — 432 of 534,9 of 17 — 53%,20% — 3 of 15,2 of 3 — 66%,55% — 5 of 9
191,Espanyol,Osasuna,41%,59%,263 of 368 — 71%,78% — 420 of 539,4 of 9 — 44%,33% — 3 of 9,2 of 3 — 66%,75% — 3 of 4
192,Elche,Villarreal,28%,72%,167 of 240 — 70%,87% — 537 of 618,5 of 16 — 31%,14% — 2 of 14,1 of 2 — 50%,80% — 4 of 5
193,Atlético Madrid,Getafe,62%,38%,550 of 690 — 80%,67% — 280 of 417,4 of 12 — 33%,0% — 0 of 8,0 of 0 — %,75% — 3 of 4
194,Betis,Celta Vigo,55%,45%,412 of 507 — 81%,75% — 316 of 423,6 of 14 — 43%,67% — 6 of 9,2 of 6 — 33%,66% — 4 of 6
195,Mallorca,Real Madrid,27%,73%,173 of 248 — 70%,89% — 603 of 678,1 of 4 — 25%,0% — 0 of 19,0 of 0 — %,100% — 1 of 1
196,Girona,Valencia,51%,49%,468 of 546 — 86%,83% — 430 of 519,8 of 20 — 40%,50% — 4 of 8,4 of 4 — 100%,87% — 7 of 8
197,Real Sociedad,Valladolid,55%,45%,404 of 502 — 80%,72% — 303 of 418,4 of 15 — 27%,29% — 2 of 7,1 of 2 — 50%,100% — 4 of 4
198,Barcelona,Sevilla,65%,35%,641 of 726 — 88%,79% — 308 of 391,7 of 16 — 44%,33% — 1 of 3,1 of 1 — 100%,57% — 4 of 7
199,Rayo Vallecano,Almería,49%,51%,331 of 461 — 72%,71% — 337 of 474,11 of 15 — 73%,36% — 5 of 14,5 of 5 — 100%,90% — 10 of 11
200,Cádiz,Girona,43%,57%,272 of 370 — 74%,82% — 405 of 492,3 of 12 — 25%,14% — 1 of 7,1 of 1 — 100%,33% — 1 of 3
201,Almería,Betis,52%,48%,338 of 469 — 72%,76% — 334 of 438,9 of 17 — 53%,58% — 7 of 12,4 of 7 — 57%,77% — 7 of 9
202,Sevilla,Mallorca,64%,36%,551 of 649 — 85%,74% — 266 of 360,5 of 15 — 33%,0% — 0 of 6,0 of 0 — %,60% — 3 of 5
203,Valencia,Athletic Club,49%,51%,327 of 446 — 73%,77% — 358 of 466,8 of 18 — 44%,27% — 3 of 11,1 of 3 — 33%,87% — 7 of 8
204,Getafe,Rayo Vallecano,43%,57%,248 of 378 — 66%,76% — 378 of 497,3 of 12 — 25%,17% — 3 of 18,3 of 3 — 100%,66% — 2 of 3
205,Celta Vigo,Atlético Madrid,47%,53%,397 of 480 — 83%,83% — 452 of 547,3 of 14 — 21%,20% — 2 of 10,1 of 2 — 50%,100% — 3 of 3
206,Valladolid,Osasuna,51%,49%,324 of 426 — 76%,74% — 305 of 413,4 of 18 — 22%,27% — 4 of 15,4 of 4 — 100%,100% — 4 of 4
207,Villarreal,Barcelona,54%,46%,396 of 502 — 79%,78% — 335 of 429,2 of 11 — 18%,67% — 4 of 6,3 of 4 — 75%,100% — 2 of 2
208,Espanyol,Real Sociedad,44%,56%,307 of 416 — 74%,80% — 424 of 528,6 of 10 — 60%,36% — 4 of 11,2 of 4 — 50%,66% — 4 of 6
209,Real Madrid,Elche,72%,28%,775 of 853 — 91%,76% — 255 of 336,11 of 24 — 46%,0% — 0 of 7,0 of 0 — %,81% — 9 of 11
210,Girona,Almería,52%,48%,394 of 507 — 78%,76% — 361 of 473,8 of 14 — 57%,25% — 4 of 16,2 of 4 — 50%,25% — 2 of 8
211,Real Sociedad,Celta Vigo,54%,46%,416 of 509 — 82%,78% — 334 of 429,3 of 9 — 33%,22% — 4 of 18,4 of 4 — 100%,66% — 2 of 3
212,Betis,Valladolid,47%,53%,318 of 405 — 79%,78% — 357 of 457,9 of 15 — 60%,18% — 3 of 17,2 of 3 — 66%,88% — 8 of 9
213,Mallorca,Villarreal,45%,55%,324 of 405 — 80%,85% — 415 of 490,5 of 13 — 38%,50% — 4 of 8,2 of 4 — 50%,20% — 1 of 5
214,Osasuna,Real Madrid,47%,53%,406 of 492 — 83%,84% — 466 of 553,4 of 11 — 36%,55% — 6 of 11,4 of 6 — 66%,100% — 4 of 4
215,Elche,Espanyol,46%,54%,277 of 390 — 71%,75% — 344 of 456,5 of 19 — 26%,27% — 3 of 11,2 of 3 — 66%,100% — 5 of 5
216,Rayo Vallecano,Sevilla,58%,42%,419 of 527 — 80%,73% — 279 of 383,5 of 18 — 28%,29% — 2 of 7,1 of 2 — 50%,80% — 4 of 5
217,Atlético Madrid,Athletic Club,57%,43%,528 of 661 — 80%,75% — 376 of 504,5 of 17 — 29%,25% — 2 of 8,2 of 2 — 100%,80% — 4 of 5
218,Barcelona,Cádiz,64%,36%,565 of 635 — 89%,76% — 270 of 357,4 of 16 — 25%,29% — 4 of 14,4 of 4 — 100%,50% — 2 of 4
219,Getafe,Valencia,46%,54%,248 of 380 — 65%,68% — 297 of 438,6 of 15 — 40%,38% — 3 of 8,3 of 3 — 100%,83% — 5 of 6
220,Elche,Betis,35%,65%,225 of 310 — 73%,85% — 482 of 568,1 of 3 — 33%,33% — 6 of 18,5 of 6 — 83%,0% — 0 of 1
221,Espanyol,Mallorca,40%,60%,229 of 337 — 68%,75% — 379 of 506,3 of 9 — 33%,27% — 4 of 15,3 of 4 — 75%,33% — 1 of 3
222,Cádiz,Rayo Vallecano,42%,58%,205 of 345 — 59%,74% — 353 of 480,3 of 5 — 60%,9% — 1 of 11,1 of 1 — 100%,66% — 2 of 3
223,Real Madrid,Atlético Madrid,62%,38%,604 of 689 — 88%,83% — 353 of 426,7 of 18 — 39%,14% — 1 of 7,0 of 1 — 0%,85% — 6 of 7
224,Valencia,Real Sociedad,38%,62%,193 of 309 — 62%,76% — 387 of 508,3 of 8 — 38%,27% — 3 of 11,3 of 3 — 100%,100% — 3 of 3
225,Athletic Club,Girona,60%,40%,452 of 582 — 78%,72% — 276 of 381,3 of 17 — 18%,50% — 4 of 8,3 of 4 — 75%,33% — 1 of 3
226,Celta Vigo,Valladolid,52%,48%,382 of 486 — 79%,74% — 330 of 448,4 of 18 — 22%,50% — 3 of 6,3 of 3 — 100%,25% — 1 of 4
227,Almería,Barcelona,28%,72%,161 of 254 — 63%,84% — 538 of 643,4 of 6 — 67%,8% — 1 of 13,1 of 1 — 100%,75% — 3 of 4
228,Sevilla,Osasuna,67%,33%,505 of 632 — 80%,67% — 211 of 315,8 of 22 — 36%,36% — 4 of 11,2 of 4 — 50%,75% — 6 of 8
229,Villarreal,Getafe,64%,36%,517 of 641 — 81%,67% — 244 of 363,5 of 11 — 45%,38% — 3 of 8,2 of 3 — 66%,60% — 3 of 5
230,Real Sociedad,Cádiz,71%,29%,494 of 639 — 77%,50% — 130 of 258,3 of 15 — 20%,33% — 2 of 6,2 of 2 — 100%,100% — 3 of 3
231,Getafe,Girona,39%,61%,214 of 345 — 62%,74% — 399 of 537,5 of 9 — 56%,78% — 7 of 9,5 of 7 — 71%,60% — 3 of 5
232,Almería,Villarreal,29%,71%,192 of 257 — 75%,89% — 547 of 617,0 of 6 — 0%,35% — 6 of 17,4 of 6 — 66%,% — 0 of 0
233,Mallorca,Elche,56%,44%,381 of 503 — 76%,72% — 289 of 401,3 of 14 — 21%,40% — 6 of 15,5 of 6 — 83%,100% — 3 of 3
234,Atlético Madrid,Sevilla,47%,53%,474 of 543 — 87%,87% — 534 of 613,8 of 18 — 44%,14% — 1 of 7,0 of 1 — 0%,25% — 2 of 8
235,Valladolid,Espanyol,45%,55%,277 of 390 — 71%,76% — 362 of 478,5 of 15 — 33%,17% — 2 of 12,1 of 2 — 50%,60% — 3 of 5
236,Barcelona,Valencia,53%,47%,414 of 504 — 82%,78% — 349 of 448,4 of 12 — 33%,8% — 1 of 13,1 of 1 — 100%,75% — 3 of 4
237,Rayo Vallecano,Athletic Club,55%,45%,361 of 496 — 73%,72% — 293 of 408,2 of 18 — 11%,19% — 3 of 16,3 of 3 — 100%,100% — 2 of 2
238,Betis,Real Madrid,37%,63%,350 of 430 — 81%,87% — 626 of 719,4 of 8 — 50%,33% — 5 of 15,5 of 5 — 100%,100% — 4 of 4
239,Osasuna,Celta Vigo,64%,36%,504 of 629 — 80%,68% — 246 of 360,5 of 10 — 50%,0% — 0 of 6,0 of 0 — %,100% — 5 of 5
240,Cádiz,Getafe,51%,49%,273 of 405 — 67%,60% — 232 of 388,3 of 10 — 30%,57% — 8 of 14,8 of 8 — 100%,66% — 2 of 3
241,Real Madrid,Espanyol,71%,29%,610 of 679 — 90%,80% — 226 of 284,7 of 22 — 32%,30% — 3 of 10,2 of 3 — 66%,57% — 4 of 7
242,Elche,Valladolid,56%,44%,325 of 443 — 73%,72% — 252 of 351,10 of 24 — 42%,20% — 1 of 5,0 of 1 — 0%,90% — 9 of 10
243,Celta Vigo,Rayo Vallecano,43%,57%,281 of 365 — 77%,79% — 383 of 482,6 of 15 — 40%,25% — 3 of 12,3 of 3 — 100%,66% — 4 of 6
244,Valencia,Osasuna,55%,45%,295 of 415 — 71%,65% — 222 of 341,3 of 7 — 43%,0% — 0 of 7,0 of 0 — %,66% — 2 of 3
245,Mallorca,Real Sociedad,38%,62%,210 of 335 — 63%,80% — 439 of 546,2 of 8 — 25%,25% — 2 of 8,1 of 2 — 50%,50% — 1 of 2
246,Sevilla,Almería,56%,44%,413 of 508 — 81%,77% — 314 of 406,4 of 26 — 15%,31% — 4 of 13,3 of 4 — 75%,75% — 3 of 4
247,Villarreal,Betis,57%,43%,471 of 550 — 86%,80% — 339 of 422,4 of 15 — 27%,50% — 3 of 6,2 of 3 — 66%,75% — 3 of 4
248,Athletic Club,Barcelona,38%,62%,256 of 373 — 69%,84% — 515 of 615,3 of 15 — 20%,20% — 2 of 10,1 of 2 — 50%,100% — 3 of 3
249,Girona,Atlético Madrid,50%,50%,489 of 569 — 86%,84% — 483 of 577,4 of 6 — 67%,29% — 4 of 14,3 of 4 — 75%,100% — 4 of 4
250,Valladolid,Athletic Club,48%,52%,342 of 445 — 77%,75% — 358 of 477,3 of 15 — 20%,33% — 5 of 15,3 of 5 — 60%,66% — 2 of 3
251,Almería,Cádiz,66%,34%,422 of 538 — 78%,59% — 164 of 280,4 of 16 — 25%,40% — 4 of 10,3 of 4 — 75%,100% — 4 of 4
252,Rayo Vallecano,Girona,47%,53%,311 of 419 — 74%,77% — 361 of 468,3 of 14 — 21%,33% — 4 of 12,2 of 4 — 50%,33% — 1 of 3
253,Espanyol,Celta Vigo,57%,43%,394 of 509 — 77%,76% — 297 of 390,3 of 11 — 27%,43% — 3 of 7,1 of 3 — 33%,66% — 2 of 3
254,Atlético Madrid,Valencia,56%,44%,518 of 610 — 85%,80% — 387 of 482,6 of 14 — 43%,11% — 1 of 9,1 of 1 — 100%,50% — 3 of 6
255,Betis,Mallorca,60%,40%,506 of 616 — 82%,68% — 278 of 408,3 of 10 — 30%,20% — 1 of 5,1 of 1 — 100%,66% — 2 of 3
256,Osasuna,Villarreal,55%,45%,399 of 515 — 77%,78% — 333 of 427,2 of 10 — 20%,50% — 6 of 12,3 of 6 — 50%,100% — 2 of 2
257,Real Sociedad,Elche,60%,40%,435 of 541 — 80%,70% — 249 of 358,4 of 17 — 24%,75% — 3 of 4,3 of 3 — 100%,50% — 2 of 4
258,Getafe,Sevilla,37%,63%,222 of 337 — 66%,81% — 457 of 567,4 of 15 — 27%,36% — 4 of 11,4 of 4 — 100%,50% — 2 of 4
259,Barcelona,Real Madrid,54%,46%,521 of 610 — 85%,84% — 440 of 524,7 of 17 — 41%,27% — 3 of 11,3 of 3 — 100%,71% — 5 of 7
260,Mallorca,Osasuna,42%,58%,223 of 331 — 67%,74% — 332 of 449,1 of 10 — 10%,18% — 2 of 11,2 of 2 — 100%,100% — 1 of 1
261,Girona,Espanyol,62%,38%,400 of 515 — 78%,64% — 205 of 318,3 of 13 — 23%,20% — 1 of 5,0 of 1 — 0%,66% — 2 of 3
262,Athletic Club,Getafe,65%,35%,434 of 586 — 74%,62% — 198 of 320,3 of 16 — 19%,10% — 1 of 10,1 of 1 — 100%,100% — 3 of 3
263,Cádiz,Sevilla,51%,49%,250 of 405 — 62%,68% — 265 of 388,3 of 14 — 21%,45% — 5 of 11,3 of 5 — 60%,100% — 3 of 3
264,Elche,Barcelona,41%,59%,284 of 394 — 72%,85% — 481 of 563,2 of 15 — 13%,42% — 5 of 12,1 of 5 — 20%,100% — 2 of 2
265,Celta Vigo,Almería,57%,43%,458 of 562 — 81%,77% — 332 of 432,5 of 21 — 24%,38% — 3 of 8,1 of 3 — 33%,60% — 3 of 5
266,Real Madrid,Valladolid,60%,40%,511 of 593 — 86%,80% — 319 of 399,17 of 29 — 59%,17% — 2 of 12,2 of 2 — 100%,64% — 11 of 17
267,Villarreal,Real Sociedad,52%,48%,345 of 428 — 81%,77% — 303 of 391,3 of 15 — 20%,19% — 3 of 16,3 of 3 — 100%,66% — 2 of 3
268,Atlético Madrid,Betis,54%,46%,487 of 592 — 82%,82% — 414 of 506,7 of 13 — 54%,33% — 2 of 6,2 of 2 — 100%,85% — 6 of 7
269,Valencia,Rayo Vallecano,61%,39%,440 of 568 — 77%,65% — 240 of 368,3 of 17 — 18%,29% — 2 of 7,1 of 2 — 50%,100% — 3 of 3
270,Sevilla,Celta Vigo,31%,69%,195 of 297 — 66%,86% — 569 of 662,2 of 7 — 29%,44% — 4 of 9,2 of 4 — 50%,0% — 0 of 2
271,Osasuna,Elche,61%,39%,428 of 535 — 80%,72% — 247 of 344,6 of 22 — 27%,14% — 1 of 7,0 of 1 — 0%,66% — 4 of 6
272,Espanyol,Athletic Club,49%,51%,380 of 481 — 79%,81% — 407 of 501,2 of 9 — 22%,58% — 7 of 12,5 of 7 — 71%,50% — 1 of 2
273,Real Sociedad,Getafe,60%,40%,484 of 606 — 80%,67% — 271 of 404,5 of 10 — 50%,67% — 4 of 6,4 of 4 — 100%,60% — 3 of 5
274,Real Madrid,Villarreal,49%,51%,406 of 465 — 87%,84% — 403 of 480,4 of 18 — 22%,47% — 8 of 17,5 of 8 — 62%,75% — 3 of 4
275,Valladolid,Mallorca,62%,38%,429 of 508 — 84%,73% — 225 of 310,6 of 10 — 60%,38% — 5 of 13,3 of 5 — 60%,50% — 3 of 6
276,Betis,Cádiz,47%,53%,285 of 366 — 78%,81% — 338 of 419,2 of 9 — 22%,21% — 3 of 14,2 of 3 — 66%,100% — 2 of 2
277,Almería,Valencia,40%,60%,257 of 352 — 73%,77% — 406 of 527,4 of 10 — 40%,27% — 3 of 11,2 of 3 — 66%,50% — 2 of 4
278,Rayo Vallecano,Atlético Madrid,51%,49%,486 of 602 — 81%,83% — 474 of 574,3 of 15 — 20%,29% — 4 of 14,2 of 4 — 50%,66% — 2 of 3
279,Barcelona,Girona,59%,41%,468 of 567 — 83%,78% — 312 of 399,3 of 18 — 17%,0% — 0 of 5,0 of 0 — %,100% — 3 of 3
280,Rayo Vallecano,Osasuna,46%,54%,324 of 430 — 75%,77% — 396 of 513,3 of 12 — 25%,50% — 4 of 8,3 of 4 — 75%,66% — 2 of 3
281,Villarreal,Valladolid,70%,30%,539 of 629 — 86%,67% — 183 of 272,7 of 22 — 32%,50% — 7 of 14,5 of 7 — 71%,85% — 6 of 7
282,Athletic Club,Real Sociedad,51%,49%,333 of 451 — 74%,73% — 315 of 432,5 of 13 — 38%,31% — 4 of 13,4 of 4 — 100%,60% — 3 of 5
283,Betis,Espanyol,52%,48%,391 of 464 — 84%,79% — 336 of 428,8 of 15 — 53%,31% — 4 of 13,3 of 4 — 75%,62% — 5 of 8
284,Cádiz,Real Madrid,31%,69%,244 of 329 — 74%,90% — 674 of 748,3 of 12 — 25%,31% — 11 of 35,9 of 11 — 81%,100% — 3 of 3
285,Girona,Elche,49%,51%,355 of 454 — 78%,83% — 400 of 482,4 of 14 — 29%,38% — 5 of 13,5 of 5 — 100%,50% — 2 of 4
286,Getafe,Barcelona,35%,65%,175 of 287 — 61%,79% — 426 of 536,1 of 5 — 20%,20% — 3 of 15,3 of 3 — 100%,100% — 1 of 1
287,Atlético Madrid,Almería,64%,36%,599 of 699 — 86%,79% — 311 of 393,7 of 19 — 37%,33% — 1 of 3,0 of 1 — 0%,71% — 5 of 7
288,Valencia,Sevilla,60%,40%,439 of 560 — 78%,72% — 275 of 381,3 of 14 — 21%,50% — 3 of 6,1 of 3 — 33%,100% — 3 of 3
289,Celta Vigo,Mallorca,72%,28%,549 of 666 — 82%,57% — 146 of 257,3 of 12 — 25%,25% — 2 of 8,1 of 2 — 50%,100% — 3 of 3
290,Espanyol,Cádiz,56%,44%,342 of 449 — 76%,71% — 249 of 352,5 of 14 — 36%,18% — 2 of 11,2 of 2 — 100%,100% — 5 of 5
291,Osasuna,Betis,38%,62%,233 of 335 — 70%,81% — 435 of 536,5 of 10 — 50%,29% — 6 of 21,4 of 6 — 66%,40% — 2 of 5
292,Almería,Athletic Club,53%,47%,402 of 525 — 77%,79% — 365 of 464,4 of 12 — 33%,21% — 3 of 14,1 of 3 — 33%,75% — 3 of 4
293,Valladolid,Girona,38%,62%,269 of 367 — 73%,80% — 475 of 591,6 of 15 — 40%,50% — 6 of 12,6 of 6 — 100%,83% — 5 of 6
294,Real Sociedad,Rayo Vallecano,60%,40%,387 of 508 — 76%,60% — 202 of 337,1 of 7 — 14%,29% — 2 of 7,1 of 2 — 50%,0% — 0 of 1
295,Real Madrid,Celta Vigo,66%,34%,689 of 769 — 90%,79% — 319 of 405,5 of 17 — 29%,17% — 2 of 12,2 of 2 — 100%,60% — 3 of 5
296,Elche,Valencia,65%,35%,454 of 545 — 83%,69% — 200 of 290,1 of 7 — 14%,60% — 3 of 5,2 of 3 — 66%,100% — 1 of 1
297,Barcelona,Atlético Madrid,62%,38%,548 of 648 — 85%,74% — 296 of 399,4 of 13 — 31%,23% — 3 of 13,3 of 3 — 100%,75% — 3 of 4
298,Mallorca,Getafe,49%,51%,314 of 446 — 70%,71% — 330 of 466,4 of 8 — 50%,33% — 1 of 3,0 of 1 — 0%,25% — 1 of 4
299,Sevilla,Villarreal,38%,62%,232 of 339 — 68%,80% — 432 of 543,4 of 17 — 24%,29% — 5 of 17,4 of 5 — 80%,50% — 2 of 4
300,Girona,Real Madrid,29%,71%,243 of 313 — 78%,89% — 675 of 756,5 of 13 — 38%,17% — 3 of 18,1 of 3 — 33%,20% — 1 of 5
301,Cádiz,Osasuna,56%,44%,400 of 516 — 78%,75% — 301 of 402,4 of 20 — 20%,67% — 4 of 6,3 of 4 — 75%,100% — 4 of 4
302,Betis,Real Sociedad,58%,42%,384 of 512 — 75%,71% — 267 of 375,1 of 11 — 9%,30% — 3 of 10,3 of 3 — 100%,100% — 1 of 1
303,Getafe,Almería,46%,54%,284 of 431 — 66%,76% — 382 of 503,9 of 21 — 43%,48% — 11 of 23,9 of 11 — 81%,88% — 8 of 9
304,Atlético Madrid,Mallorca,68%,32%,596 of 698 — 85%,65% — 210 of 322,9 of 24 — 38%,33% — 2 of 6,1 of 2 — 50%,66% — 6 of 9
305,Rayo Vallecano,Barcelona,40%,60%,253 of 361 — 70%,78% — 426 of 543,6 of 9 — 67%,50% — 5 of 10,4 of 5 — 80%,66% — 4 of 6
306,Celta Vigo,Elche,49%,51%,354 of 456 — 78%,79% — 370 of 471,9 of 15 — 60%,8% — 1 of 12,1 of 1 — 100%,88% — 8 of 9
307,Valencia,Valladolid,49%,51%,315 of 424 — 74%,78% — 349 of 446,6 of 19 — 32%,22% — 2 of 9,1 of 2 — 50%,66% — 4 of 6
308,Villarreal,Espanyol,64%,36%,456 of 514 — 89%,76% — 221 of 289,12 of 30 — 40%,29% — 4 of 14,2 of 4 — 50%,66% — 8 of 12
309,Athletic Club,Sevilla,54%,46%,370 of 510 — 73%,69% — 294 of 427,0 of 6 — 0%,0% — 0 of 3,,
310,Osasuna,Real Sociedad,51%,49%,349 of 472 — 74%,78% — 353 of 452,1 of 13 — 8%,58% — 7 of 12,6 of 7 — 85%,100% — 1 of 1
311,Elche,Rayo Vallecano,50%,50%,304 of 399 — 76%,76% — 304 of 398,9 of 18 — 50%,14% — 2 of 14,2 of 2 — 100%,55% — 5 of 9
312,Real Madrid,Almería,68%,32%,653 of 727 — 90%,84% — 288 of 344,7 of 14 — 50%,33% — 3 of 9,1 of 3 — 33%,57% — 4 of 7
313,Barcelona,Betis,67%,33%,618 of 714 — 87%,79% — 283 of 356,6 of 15 — 40%,25% — 1 of 4,1 of 1 — 100%,50% — 3 of 6
314,Cádiz,Valencia,39%,61%,185 of 286 — 65%,74% — 326 of 441,3 of 8 — 38%,19% — 3 of 16,2 of 3 — 66%,33% — 1 of 3
315,Villarreal,Celta Vigo,51%,49%,416 of 477 — 87%,78% — 358 of 458,3 of 8 — 38%,36% — 5 of 14,4 of 5 — 80%,0% — 0 of 3
316,Espanyol,Getafe,56%,44%,302 of 415 — 73%,62% — 199 of 321,7 of 16 — 44%,29% — 2 of 7,2 of 2 — 100%,100% — 7 of 7
317,Valladolid,Atlético Madrid,57%,43%,432 of 516 — 84%,80% — 316 of 394,5 of 18 — 28%,56% — 5 of 9,1 of 5 — 20%,80% — 4 of 5
318,Mallorca,Athletic Club,30%,70%,195 of 292 — 67%,83% — 562 of 674,2 of 9 — 22%,33% — 5 of 15,5 of 5 — 100%,50% — 1 of 2
319,Sevilla,Girona,63%,37%,502 of 602 — 83%,74% — 263 of 354,5 of 23 — 22%,33% — 3 of 9,1 of 3 — 33%,100% — 5 of 5
320,Almería,Elche,46%,54%,317 of 407 — 78%,75% — 355 of 473,4 of 10 — 40%,7% — 1 of 14,0 of 1 — 0%,50% — 2 of 4
321,Barcelona,Osasuna,76%,24%,597 of 702 — 85%,64% — 145 of 227,4 of 21 — 19%,29% — 2 of 7,2 of 2 — 100%,75% — 3 of 4
322,Real Sociedad,Real Madrid,53%,47%,445 of 521 — 85%,86% — 397 of 464,4 of 9 — 44%,40% — 4 of 10,4 of 4 — 100%,50% — 2 of 4
323,Valencia,Villarreal,33%,67%,180 of 268 — 67%,84% — 450 of 537,1 of 8 — 13%,36% — 4 of 11,3 of 4 — 75%,0% — 0 of 1
324,Getafe,Celta Vigo,35%,65%,193 of 315 — 61%,79% — 460 of 585,3 of 13 — 23%,14% — 1 of 7,1 of 1 — 100%,100% — 3 of 3
325,Atlético Madrid,Cádiz,61%,39%,564 of 647 — 87%,83% — 345 of 417,7 of 17 — 41%,50% — 1 of 2,0 of 1 — 0%,42% — 3 of 7
326,Girona,Mallorca,62%,38%,454 of 540 — 84%,69% — 228 of 330,6 of 17 — 35%,14% — 1 of 7,1 of 1 — 100%,66% — 4 of 6
327,Sevilla,Espanyol,63%,37%,463 of 580 — 80%,73% — 244 of 336,5 of 17 — 29%,43% — 3 of 7,2 of 3 — 66%,60% — 3 of 5
328,Rayo Vallecano,Valladolid,52%,48%,341 of 462 — 74%,70% — 301 of 431,6 of 16 — 38%,57% — 4 of 7,3 of 4 — 75%,66% — 4 of 6
329,Athletic Club,Betis,63%,37%,469 of 606 — 77%,73% — 259 of 357,6 of 21 — 29%,17% — 2 of 12,1 of 2 — 50%,100% — 6 of 6
330,Mallorca,Cádiz,43%,57%,250 of 357 — 70%,74% — 352 of 478,3 of 8 — 38%,21% — 3 of 14,3 of 3 — 100%,66% — 2 of 3
331,Real Sociedad,Girona,51%,49%,364 of 455 — 80%,80% — 349 of 434,5 of 17 — 29%,46% — 6 of 13,4 of 6 — 66%,80% — 4 of 5
332,Osasuna,Almería,56%,44%,458 of 564 — 81%,76% — 331 of 437,7 of 18 — 39%,38% — 3 of 8,2 of 3 — 66%,57% — 4 of 7
